model_id,twist_deg,rise_A,model_status,coordinate_file,diffraction_status,diffraction_file,score_status,base_rmsd,helical_rmsd,combined_rmsd,notes
twist32p0_rise3p450,32.000,3.450,pending,,pending,,pending,,,,
twist32p5_rise3p450,32.500,3.450,pending,,pending,,pending,,,,
twist33p0_rise3p450,33.000,3.450,pending,,pending,,pending,,,,
twist33p5_rise3p450,33.500,3.450,pending,,pending,,pending,,,,
twist34p0_rise3p450,34.000,3.450,pending,,pending,,pending,,,,
twist34p5_rise3p450,34.500,3.450,pending,,pending,,pending,,,,
twist35p0_rise3p450,35.000,3.450,pending,,pending,,pending,,,,
twist35p5_rise3p450,35.500,3.450,pending,,pending,,pending,,,,
twist36p0_rise3p450,36.000,3.450,pending,,pending,,pending,,,,
twist36p5_rise3p450,36.500,3.450,pending,,pending,,pending,,,,
twist37p0_rise3p450,37.000,3.450,pending,,pending,,pending,,,,
twist37p5_rise3p450,37.500,3.450,pending,,pending,,pending,,,,
twist38p0_rise3p450,38.000,3.450,pending,,pending,,pending,,,,
twist38p5_rise3p450,38.500,3.450,pending,,pending,,pending,,,,
twist39p0_rise3p450,39.000,3.450,pending,,pending,,pending,,,,
twist39p5_rise3p450,39.500,3.450,pending,,pending,,pending,,,,
twist40p0_rise3p450,40.000,3.450,pending,,pending,,pending,,,,
twist20p0_rise3p500,20.000,3.500,pending,,pending,,pending,,,,
twist20p5_rise3p500,20.500,3.500,pending,,pending,,pending,,,,
twist21p0_rise3p500,21.000,3.500,pending,,pending,,pending,,,,
twist21p5_rise3p500,21.500,3.500,pending,,pending,,pending,,,,
twist22p0_rise3p500,22.000,3.500,pending,,pending,,pending,,,,
twist22p5_rise3p500,22.500,3.500,pending,,pending,,pending,,,,
twist23p0_rise3p500,23.000,3.500,pending,,pending,,pending,,,,
twist23p5_rise3p500,23.500,3.500,pending,,pending,,pending,,,,
twist24p0_rise3p500,24.000,3.500,pending,,pending,,pending,,,,
twist24p5_rise3p500,24.500,3.500,pending,,pending,,pending,,,,
twist25p0_rise3p500,25.000,3.500,pending,,pending,,pending,,,,
twist25p5_rise3p500,25.500,3.500,pending,,pending,,pending,,,,
twist26p0_rise3p500,26.000,3.500,pending,,pending,,pending,,,,
twist26p5_rise3p500,26.500,3.500,pending,,pending,,pending,,,,
twist27p0_rise3p500,27.000,3.500,pending,,pending,,pending,,,,
twist27p5_rise3p500,27.500,3.500,pending,,pending,,pending,,,,
twist28p0_rise3p500,28.000,3.500,pending,,pending,,pending,,,,
twist28p5_rise3p500,28.500,3.500,pending,,pending,,pending,,,,
twist29p0_rise3p500,29.000,3.500,pending,,pending,,pending,,,,
twist29p5_rise3p500,29.500,3.500,pending,,pending,,pending,,,,
twist30p0_rise3p500,30.000,3.500,pending,,pending,,pending,,,,
twist30p5_rise3p500,30.500,3.500,pending,,pending,,pending,,,,
twist31p0_rise3p500,31.000,3.500,pending,,pending,,pending,,,,
twist31p5_rise3p500,31.500,3.500,pending,,pending,,pending,,,,
twist32p0_rise3p500,32.000,3.500,pending,,pending,,pending,,,,
twist32p5_rise3p500,32.500,3.500,pending,,pending,,pending,,,,
twist33p0_rise3p500,33.000,3.500,pending,,pending,,pending,,,,
twist33p5_rise3p500,33.500,3.500,pending,,pending,,pending,,,,
twist34p0_rise3p500,34.000,3.500,pending,,pending,,pending,,,,
twist34p5_rise3p500,34.500,3.500,pending,,pending,,pending,,,,
twist35p0_rise3p500,35.000,3.500,pending,,pending,,pending,,,,
twist35p5_rise3p500,35.500,3.500,pending,,pending,,pending,,,,
twist36p0_rise3p500,36.000,3.500,pending,,pending,,pending,,,,
twist36p5_rise3p500,36.500,3.500,pending,,pending,,pending,,,,
twist37p0_rise3p500,37.000,3.500,pending,,pending,,pending,,,,
twist37p5_rise3p500,37.500,3.500,pending,,pending,,pending,,,,
twist38p0_rise3p500,38.000,3.500,pending,,pending,,pending,,,,
twist38p5_rise3p500,38.500,3.500,pending,,pending,,pending,,,,
twist39p0_rise3p500,39.000,3.500,pending,,pending,,pending,,,,
twist39p5_rise3p500,39.500,3.500,pending,,pending,,pending,,,,
twist40p0_rise3p500,40.000,3.500,pending,,pending,,pending,,,,
twist20p0_rise3p550,20.000,3.550,pending,,pending,,pending,,,,
twist20p5_rise3p550,20.500,3.550,pending,,pending,,pending,,,,
twist21p0_rise3p550,21.000,3.550,pending,,pending,,pending,,,,
twist21p5_rise3p550,21.500,3.550,pending,,pending,,pending,,,,
twist22p0_rise3p550,22.000,3.550,pending,,pending,,pending,,,,
twist22p5_rise3p550,22.500,3.550,pending,,pending,,pending,,,,
twist23p0_rise3p550,23.000,3.550,pending,,pending,,pending,,,,
twist23p5_rise3p550,23.500,3.550,pending,,pending,,pending,,,,
twist24p0_rise3p550,24.000,3.550,pending,,pending,,pending,,,,
twist24p5_rise3p550,24.500,3.550,pending,,pending,,pending,,,,
twist25p0_rise3p550,25.000,3.550,pending,,pending,,pending,,,,
twist25p5_rise3p550,25.500,3.550,pending,,pending,,pending,,,,
twist26p0_rise3p550,26.000,3.550,pending,,pending,,pending,,,,
twist26p5_rise3p550,26.500,3.550,pending,,pending,,pending,,,,
twist27p0_rise3p550,27.000,3.550,pending,,pending,,pending,,,,
twist27p5_rise3p550,27.500,3.550,pending,,pending,,pending,,,,
twist28p0_rise3p550,28.000,3.550,pending,,pending,,pending,,,,
twist28p5_rise3p550,28.500,3.550,pending,,pending,,pending,,,,
twist29p0_rise3p550,29.000,3.550,pending,,pending,,pending,,,,
twist29p5_rise3p550,29.500,3.550,pending,,pending,,pending,,,,
twist30p0_rise3p550,30.000,3.550,pending,,pending,,pending,,,,
twist30p5_rise3p550,30.500,3.550,pending,,pending,,pending,,,,
twist31p0_rise3p550,31.000,3.550,pending,,pending,,pending,,,,
twist31p5_rise3p550,31.500,3.550,pending,,pending,,pending,,,,
twist32p0_rise3p550,32.000,3.550,pending,,pending,,pending,,,,
twist32p5_rise3p550,32.500,3.550,pending,,pending,,pending,,,,
twist33p0_rise3p550,33.000,3.550,pending,,pending,,pending,,,,
twist33p5_rise3p550,33.500,3.550,pending,,pending,,pending,,,,
twist34p0_rise3p550,34.000,3.550,pending,,pending,,pending,,,,
twist34p5_rise3p550,34.500,3.550,pending,,pending,,pending,,,,
twist35p0_rise3p550,35.000,3.550,pending,,pending,,pending,,,,
twist35p5_rise3p550,35.500,3.550,pending,,pending,,pending,,,,
twist36p0_rise3p550,36.000,3.550,pending,,pending,,pending,,,,
twist36p5_rise3p550,36.500,3.550,pending,,pending,,pending,,,,
twist37p0_rise3p550,37.000,3.550,pending,,pending,,pending,,,,
twist37p5_rise3p550,37.500,3.550,pending,,pending,,pending,,,,
twist38p0_rise3p550,38.000,3.550,pending,,pending,,pending,,,,
twist38p5_rise3p550,38.500,3.550,pending,,pending,,pending,,,,
twist39p0_rise3p550,39.000,3.550,pending,,pending,,pending,,,,
twist39p5_rise3p550,39.500,3.550,pending,,pending,,pending,,,,
twist40p0_rise3p550,40.000,3.550,pending,,pending,,pending,,,,
twist20p0_rise3p600,20.000,3.600,pending,,pending,,pending,,,,
twist20p5_rise3p600,20.500,3.600,pending,,pending,,pending,,,,
twist21p0_rise3p600,21.000,3.600,pending,,pending,,pending,,,,
twist21p5_rise3p600,21.500,3.600,pending,,pending,,pending,,,,
twist22p0_rise3p600,22.000,3.600,pending,,pending,,pending,,,,
twist22p5_rise3p600,22.500,3.600,pending,,pending,,pending,,,,
twist23p0_rise3p600,23.000,3.600,pending,,pending,,pending,,,,
twist23p5_rise3p600,23.500,3.600,pending,,pending,,pending,,,,
twist24p0_rise3p600,24.000,3.600,pending,,pending,,pending,,,,
twist24p5_rise3p600,24.500,3.600,pending,,pending,,pending,,,,
twist25p0_rise3p600,25.000,3.600,pending,,pending,,pending,,,,
twist25p5_rise3p600,25.500,3.600,pending,,pending,,pending,,,,
twist26p0_rise3p600,26.000,3.600,pending,,pending,,pending,,,,
twist26p5_rise3p600,26.500,3.600,pending,,pending,,pending,,,,
twist27p0_rise3p600,27.000,3.600,pending,,pending,,pending,,,,
twist27p5_rise3p600,27.500,3.600,pending,,pending,,pending,,,,
twist28p0_rise3p600,28.000,3.600,pending,,pending,,pending,,,,
twist28p5_rise3p600,28.500,3.600,pending,,pending,,pending,,,,
twist29p0_rise3p600,29.000,3.600,pending,,pending,,pending,,,,
twist29p5_rise3p600,29.500,3.600,pending,,pending,,pending,,,,
twist30p0_rise3p600,30.000,3.600,pending,,pending,,pending,,,,
twist30p5_rise3p600,30.500,3.600,pending,,pending,,pending,,,,
twist31p0_rise3p600,31.000,3.600,pending,,pending,,pending,,,,
twist31p5_rise3p600,31.500,3.600,pending,,pending,,pending,,,,
twist32p0_rise3p600,32.000,3.600,pending,,pending,,pending,,,,
twist32p5_rise3p600,32.500,3.600,pending,,pending,,pending,,,,
twist33p0_rise3p600,33.000,3.600,pending,,pending,,pending,,,,
twist33p5_rise3p600,33.500,3.600,pending,,pending,,pending,,,,
twist34p0_rise3p600,34.000,3.600,pending,,pending,,pending,,,,
twist34p5_rise3p600,34.500,3.600,pending,,pending,,pending,,,,
twist35p0_rise3p600,35.000,3.600,pending,,pending,,pending,,,,
twist35p5_rise3p600,35.500,3.600,pending,,pending,,pending,,,,
twist36p0_rise3p600,36.000,3.600,pending,,pending,,pending,,,,
twist36p5_rise3p600,36.500,3.600,pending,,pending,,pending,,,,
twist37p0_rise3p600,37.000,3.600,pending,,pending,,pending,,,,
twist37p5_rise3p600,37.500,3.600,pending,,pending,,pending,,,,
twist38p0_rise3p600,38.000,3.600,pending,,pending,,pending,,,,
twist38p5_rise3p600,38.500,3.600,pending,,pending,,pending,,,,
twist39p0_rise3p600,39.000,3.600,pending,,pending,,pending,,,,
twist39p5_rise3p600,39.500,3.600,pending,,pending,,pending,,,,
twist40p0_rise3p600,40.000,3.600,pending,,pending,,pending,,,,
twist20p0_rise3p650,20.000,3.650,pending,,pending,,pending,,,,
twist20p5_rise3p650,20.500,3.650,pending,,pending,,pending,,,,
twist21p0_rise3p650,21.000,3.650,pending,,pending,,pending,,,,
twist21p5_rise3p650,21.500,3.650,pending,,pending,,pending,,,,
twist22p0_rise3p650,22.000,3.650,pending,,pending,,pending,,,,
twist22p5_rise3p650,22.500,3.650,pending,,pending,,pending,,,,
twist23p0_rise3p650,23.000,3.650,pending,,pending,,pending,,,,
twist23p5_rise3p650,23.500,3.650,pending,,pending,,pending,,,,
twist24p0_rise3p650,24.000,3.650,pending,,pending,,pending,,,,
twist24p5_rise3p650,24.500,3.650,pending,,pending,,pending,,,,
twist25p0_rise3p650,25.000,3.650,pending,,pending,,pending,,,,
twist25p5_rise3p650,25.500,3.650,pending,,pending,,pending,,,,
twist26p0_rise3p650,26.000,3.650,pending,,pending,,pending,,,,
twist26p5_rise3p650,26.500,3.650,pending,,pending,,pending,,,,
twist27p0_rise3p650,27.000,3.650,pending,,pending,,pending,,,,
twist27p5_rise3p650,27.500,3.650,pending,,pending,,pending,,,,
twist28p0_rise3p650,28.000,3.650,pending,,pending,,pending,,,,
twist28p5_rise3p650,28.500,3.650,pending,,pending,,pending,,,,
twist29p0_rise3p650,29.000,3.650,pending,,pending,,pending,,,,
twist29p5_rise3p650,29.500,3.650,pending,,pending,,pending,,,,
twist30p0_rise3p650,30.000,3.650,pending,,pending,,pending,,,,
twist30p5_rise3p650,30.500,3.650,pending,,pending,,pending,,,,
twist31p0_rise3p650,31.000,3.650,pending,,pending,,pending,,,,
twist31p5_rise3p650,31.500,3.650,pending,,pending,,pending,,,,
twist32p0_rise3p650,32.000,3.650,pending,,pending,,pending,,,,
twist32p5_rise3p650,32.500,3.650,pending,,pending,,pending,,,,
twist33p0_rise3p650,33.000,3.650,pending,,pending,,pending,,,,
twist33p5_rise3p650,33.500,3.650,pending,,pending,,pending,,,,
twist34p0_rise3p650,34.000,3.650,pending,,pending,,pending,,,,
twist34p5_rise3p650,34.500,3.650,pending,,pending,,pending,,,,
twist35p0_rise3p650,35.000,3.650,pending,,pending,,pending,,,,
twist35p5_rise3p650,35.500,3.650,pending,,pending,,pending,,,,
twist36p0_rise3p650,36.000,3.650,pending,,pending,,pending,,,,
twist36p5_rise3p650,36.500,3.650,pending,,pending,,pending,,,,
twist37p0_rise3p650,37.000,3.650,pending,,pending,,pending,,,,
twist37p5_rise3p650,37.500,3.650,pending,,pending,,pending,,,,
twist38p0_rise3p650,38.000,3.650,pending,,pending,,pending,,,,
twist38p5_rise3p650,38.500,3.650,pending,,pending,,pending,,,,
twist39p0_rise3p650,39.000,3.650,pending,,pending,,pending,,,,
twist39p5_rise3p650,39.500,3.650,pending,,pending,,pending,,,,
twist40p0_rise3p650,40.000,3.650,pending,,pending,,pending,,,,
twist20p0_rise3p700,20.000,3.700,pending,,pending,,pending,,,,
twist20p5_rise3p700,20.500,3.700,pending,,pending,,pending,,,,
twist21p0_rise3p700,21.000,3.700,pending,,pending,,pending,,,,
twist21p5_rise3p700,21.500,3.700,pending,,pending,,pending,,,,
twist22p0_rise3p700,22.000,3.700,pending,,pending,,pending,,,,
twist22p5_rise3p700,22.500,3.700,pending,,pending,,pending,,,,
twist23p0_rise3p700,23.000,3.700,pending,,pending,,pending,,,,
twist23p5_rise3p700,23.500,3.700,pending,,pending,,pending,,,,
twist24p0_rise3p700,24.000,3.700,pending,,pending,,pending,,,,
twist24p5_rise3p700,24.500,3.700,pending,,pending,,pending,,,,
twist25p0_rise3p700,25.000,3.700,pending,,pending,,pending,,,,
twist25p5_rise3p700,25.500,3.700,pending,,pending,,pending,,,,
twist26p0_rise3p700,26.000,3.700,pending,,pending,,pending,,,,
twist26p5_rise3p700,26.500,3.700,pending,,pending,,pending,,,,
twist27p0_rise3p700,27.000,3.700,pending,,pending,,pending,,,,
twist27p5_rise3p700,27.500,3.700,pending,,pending,,pending,,,,
twist28p0_rise3p700,28.000,3.700,pending,,pending,,pending,,,,
twist28p5_rise3p700,28.500,3.700,pending,,pending,,pending,,,,
twist29p0_rise3p700,29.000,3.700,pending,,pending,,pending,,,,
twist29p5_rise3p700,29.500,3.700,pending,,pending,,pending,,,,
twist30p0_rise3p700,30.000,3.700,pending,,pending,,pending,,,,
twist30p5_rise3p700,30.500,3.700,pending,,pending,,pending,,,,
twist31p0_rise3p700,31.000,3.700,pending,,pending,,pending,,,,
twist31p5_rise3p700,31.500,3.700,pending,,pending,,pending,,,,
twist32p0_rise3p700,32.000,3.700,pending,,pending,,pending,,,,
twist32p5_rise3p700,32.500,3.700,pending,,pending,,pending,,,,
twist33p0_rise3p700,33.000,3.700,pending,,pending,,pending,,,,
twist33p5_rise3p700,33.500,3.700,pending,,pending,,pending,,,,
twist34p0_rise3p700,34.000,3.700,pending,,pending,,pending,,,,
twist34p5_rise3p700,34.500,3.700,pending,,pending,,pending,,,,
twist35p0_rise3p700,35.000,3.700,pending,,pending,,pending,,,,
twist35p5_rise3p700,35.500,3.700,pending,,pending,,pending,,,,
twist36p0_rise3p700,36.000,3.700,pending,,pending,,pending,,,,
twist36p5_rise3p700,36.500,3.700,pending,,pending,,pending,,,,
twist37p0_rise3p700,37.000,3.700,pending,,pending,,pending,,,,
twist37p5_rise3p700,37.500,3.700,pending,,pending,,pending,,,,
twist38p0_rise3p700,38.000,3.700,pending,,pending,,pending,,,,
twist38p5_rise3p700,38.500,3.700,pending,,pending,,pending,,,,
twist39p0_rise3p700,39.000,3.700,pending,,pending,,pending,,,,
twist39p5_rise3p700,39.500,3.700,pending,,pending,,pending,,,,
twist40p0_rise3p700,40.000,3.700,pending,,pending,,pending,,,,
twist20p0_rise3p750,20.000,3.750,pending,,pending,,pending,,,,
twist20p5_rise3p750,20.500,3.750,pending,,pending,,pending,,,,
twist21p0_rise3p750,21.000,3.750,pending,,pending,,pending,,,,
twist21p5_rise3p750,21.500,3.750,pending,,pending,,pending,,,,
twist22p0_rise3p750,22.000,3.750,pending,,pending,,pending,,,,
twist22p5_rise3p750,22.500,3.750,pending,,pending,,pending,,,,
twist23p0_rise3p750,23.000,3.750,pending,,pending,,pending,,,,
twist23p5_rise3p750,23.500,3.750,pending,,pending,,pending,,,,
twist24p0_rise3p750,24.000,3.750,pending,,pending,,pending,,,,
twist24p5_rise3p750,24.500,3.750,pending,,pending,,pending,,,,
twist25p0_rise3p750,25.000,3.750,pending,,pending,,pending,,,,
twist25p5_rise3p750,25.500,3.750,pending,,pending,,pending,,,,
twist26p0_rise3p750,26.000,3.750,pending,,pending,,pending,,,,
twist26p5_rise3p750,26.500,3.750,pending,,pending,,pending,,,,
twist27p0_rise3p750,27.000,3.750,pending,,pending,,pending,,,,
twist27p5_rise3p750,27.500,3.750,pending,,pending,,pending,,,,
twist28p0_rise3p750,28.000,3.750,pending,,pending,,pending,,,,
twist28p5_rise3p750,28.500,3.750,pending,,pending,,pending,,,,
twist29p0_rise3p750,29.000,3.750,pending,,pending,,pending,,,,
twist29p5_rise3p750,29.500,3.750,pending,,pending,,pending,,,,
twist30p0_rise3p750,30.000,3.750,pending,,pending,,pending,,,,
twist30p5_rise3p750,30.500,3.750,pending,,pending,,pending,,,,
twist31p0_rise3p750,31.000,3.750,pending,,pending,,pending,,,,
twist31p5_rise3p750,31.500,3.750,pending,,pending,,pending,,,,
twist32p0_rise3p750,32.000,3.750,pending,,pending,,pending,,,,
twist32p5_rise3p750,32.500,3.750,pending,,pending,,pending,,,,
twist33p0_rise3p750,33.000,3.750,pending,,pending,,pending,,,,
twist33p5_rise3p750,33.500,3.750,pending,,pending,,pending,,,,
twist34p0_rise3p750,34.000,3.750,pending,,pending,,pending,,,,
twist34p5_rise3p750,34.500,3.750,pending,,pending,,pending,,,,
twist35p0_rise3p750,35.000,3.750,pending,,pending,,pending,,,,
twist35p5_rise3p750,35.500,3.750,pending,,pending,,pending,,,,
twist36p0_rise3p750,36.000,3.750,pending,,pending,,pending,,,,
twist36p5_rise3p750,36.500,3.750,pending,,pending,,pending,,,,
twist37p0_rise3p750,37.000,3.750,pending,,pending,,pending,,,,
twist37p5_rise3p750,37.500,3.750,pending,,pending,,pending,,,,
twist38p0_rise3p750,38.000,3.750,pending,,pending,,pending,,,,
twist38p5_rise3p750,38.500,3.750,pending,,pending,,pending,,,,
twist39p0_rise3p750,39.000,3.750,pending,,pending,,pending,,,,
twist39p5_rise3p750,39.500,3.750,pending,,pending,,pending,,,,
twist40p0_rise3p750,40.000,3.750,pending,,pending,,pending,,,,
twist20p0_rise3p800,20.000,3.800,pending,,pending,,pending,,,,
twist20p5_rise3p800,20.500,3.800,pending,,pending,,pending,,,,
twist21p0_rise3p800,21.000,3.800,pending,,pending,,pending,,,,
twist21p5_rise3p800,21.500,3.800,pending,,pending,,pending,,,,
twist22p0_rise3p800,22.000,3.800,pending,,pending,,pending,,,,
twist22p5_rise3p800,22.500,3.800,pending,,pending,,pending,,,,
twist23p0_rise3p800,23.000,3.800,pending,,pending,,pending,,,,
twist23p5_rise3p800,23.500,3.800,pending,,pending,,pending,,,,
twist24p0_rise3p800,24.000,3.800,pending,,pending,,pending,,,,
twist24p5_rise3p800,24.500,3.800,pending,,pending,,pending,,,,
twist25p0_rise3p800,25.000,3.800,pending,,pending,,pending,,,,
twist25p5_rise3p800,25.500,3.800,pending,,pending,,pending,,,,
twist26p0_rise3p800,26.000,3.800,pending,,pending,,pending,,,,
twist26p5_rise3p800,26.500,3.800,pending,,pending,,pending,,,,
twist27p0_rise3p800,27.000,3.800,pending,,pending,,pending,,,,
twist27p5_rise3p800,27.500,3.800,pending,,pending,,pending,,,,
twist28p0_rise3p800,28.000,3.800,pending,,pending,,pending,,,,
twist28p5_rise3p800,28.500,3.800,pending,,pending,,pending,,,,
twist29p0_rise3p800,29.000,3.800,pending,,pending,,pending,,,,
twist29p5_rise3p800,29.500,3.800,pending,,pending,,pending,,,,
twist30p0_rise3p800,30.000,3.800,pending,,pending,,pending,,,,
twist30p5_rise3p800,30.500,3.800,pending,,pending,,pending,,,,
twist31p0_rise3p800,31.000,3.800,pending,,pending,,pending,,,,
twist31p5_rise3p800,31.500,3.800,pending,,pending,,pending,,,,
twist32p0_rise3p800,32.000,3.800,pending,,pending,,pending,,,,
twist32p5_rise3p800,32.500,3.800,pending,,pending,,pending,,,,
twist33p0_rise3p800,33.000,3.800,pending,,pending,,pending,,,,
twist33p5_rise3p800,33.500,3.800,pending,,pending,,pending,,,,
twist34p0_rise3p800,34.000,3.800,pending,,pending,,pending,,,,
twist34p5_rise3p800,34.500,3.800,pending,,pending,,pending,,,,
twist35p0_rise3p800,35.000,3.800,pending,,pending,,pending,,,,
twist35p5_rise3p800,35.500,3.800,pending,,pending,,pending,,,,
twist36p0_rise3p800,36.000,3.800,pending,,pending,,pending,,,,
twist36p5_rise3p800,36.500,3.800,pending,,pending,,pending,,,,
twist37p0_rise3p800,37.000,3.800,pending,,pending,,pending,,,,
twist37p5_rise3p800,37.500,3.800,pending,,pending,,pending,,,,
twist38p0_rise3p800,38.000,3.800,pending,,pending,,pending,,,,
twist38p5_rise3p800,38.500,3.800,pending,,pending,,pending,,,,
twist39p0_rise3p800,39.000,3.800,pending,,pending,,pending,,,,
twist39p5_rise3p800,39.500,3.800,pending,,pending,,pending,,,,
twist40p0_rise3p800,40.000,3.800,pending,,pending,,pending,,,,
twist20p0_rise3p850,20.000,3.850,pending,,pending,,pending,,,,
twist20p5_rise3p850,20.500,3.850,pending,,pending,,pending,,,,
twist21p0_rise3p850,21.000,3.850,pending,,pending,,pending,,,,
twist21p5_rise3p850,21.500,3.850,pending,,pending,,pending,,,,
twist22p0_rise3p850,22.000,3.850,pending,,pending,,pending,,,,
twist22p5_rise3p850,22.500,3.850,pending,,pending,,pending,,,,
twist23p0_rise3p850,23.000,3.850,pending,,pending,,pending,,,,
twist23p5_rise3p850,23.500,3.850,pending,,pending,,pending,,,,
twist24p0_rise3p850,24.000,3.850,pending,,pending,,pending,,,,
twist24p5_rise3p850,24.500,3.850,pending,,pending,,pending,,,,
twist25p0_rise3p850,25.000,3.850,pending,,pending,,pending,,,,
twist25p5_rise3p850,25.500,3.850,pending,,pending,,pending,,,,
twist26p0_rise3p850,26.000,3.850,pending,,pending,,pending,,,,
twist26p5_rise3p850,26.500,3.850,pending,,pending,,pending,,,,
twist27p0_rise3p850,27.000,3.850,pending,,pending,,pending,,,,
twist27p5_rise3p850,27.500,3.850,pending,,pending,,pending,,,,
twist28p0_rise3p850,28.000,3.850,pending,,pending,,pending,,,,
twist28p5_rise3p850,28.500,3.850,pending,,pending,,pending,,,,
twist29p0_rise3p850,29.000,3.850,pending,,pending,,pending,,,,
twist29p5_rise3p850,29.500,3.850,pending,,pending,,pending,,,,
twist30p0_rise3p850,30.000,3.850,pending,,pending,,pending,,,,
twist30p5_rise3p850,30.500,3.850,pending,,pending,,pending,,,,
twist31p0_rise3p850,31.000,3.850,pending,,pending,,pending,,,,
twist31p5_rise3p850,31.500,3.850,pending,,pending,,pending,,,,
twist32p0_rise3p850,32.000,3.850,pending,,pending,,pending,,,,
twist32p5_rise3p850,32.500,3.850,pending,,pending,,pending,,,,
twist33p0_rise3p850,33.000,3.850,pending,,pending,,pending,,,,
twist33p5_rise3p850,33.500,3.850,pending,,pending,,pending,,,,
twist34p0_rise3p850,34.000,3.850,pending,,pending,,pending,,,,
twist34p5_rise3p850,34.500,3.850,pending,,pending,,pending,,,,
twist35p0_rise3p850,35.000,3.850,pending,,pending,,pending,,,,
twist35p5_rise3p850,35.500,3.850,pending,,pending,,pending,,,,
twist36p0_rise3p850,36.000,3.850,pending,,pending,,pending,,,,
twist36p5_rise3p850,36.500,3.850,pending,,pending,,pending,,,,
twist37p0_rise3p850,37.000,3.850,pending,,pending,,pending,,,,
twist37p5_rise3p850,37.500,3.850,pending,,pending,,pending,,,,
twist38p0_rise3p850,38.000,3.850,pending,,pending,,pending,,,,
twist38p5_rise3p850,38.500,3.850,pending,,pending,,pending,,,,
twist39p0_rise3p850,39.000,3.850,pending,,pending,,pending,,,,
twist39p5_rise3p850,39.500,3.850,pending,,pending,,pending,,,,
twist40p0_rise3p850,40.000,3.850,pending,,pending,,pending,,,,
twist20p0_rise3p900,20.000,3.900,pending,,pending,,pending,,,,
twist20p5_rise3p900,20.500,3.900,pending,,pending,,pending,,,,
twist21p0_rise3p900,21.000,3.900,pending,,pending,,pending,,,,
twist21p5_rise3p900,21.500,3.900,pending,,pending,,pending,,,,
twist22p0_rise3p900,22.000,3.900,pending,,pending,,pending,,,,
twist22p5_rise3p900,22.500,3.900,pending,,pending,,pending,,,,
twist23p0_rise3p900,23.000,3.900,pending,,pending,,pending,,,,
twist23p5_rise3p900,23.500,3.900,pending,,pending,,pending,,,,
twist24p0_rise3p900,24.000,3.900,pending,,pending,,pending,,,,
twist24p5_rise3p900,24.500,3.900,pending,,pending,,pending,,,,
twist25p0_rise3p900,25.000,3.900,pending,,pending,,pending,,,,
twist25p5_rise3p900,25.500,3.900,pending,,pending,,pending,,,,
twist26p0_rise3p900,26.000,3.900,pending,,pending,,pending,,,,
twist26p5_rise3p900,26.500,3.900,pending,,pending,,pending,,,,
twist27p0_rise3p900,27.000,3.900,pending,,pending,,pending,,,,
twist27p5_rise3p900,27.500,3.900,pending,,pending,,pending,,,,
twist28p0_rise3p900,28.000,3.900,pending,,pending,,pending,,,,
twist28p5_rise3p900,28.500,3.900,pending,,pending,,pending,,,,
twist29p0_rise3p900,29.000,3.900,pending,,pending,,pending,,,,
twist29p5_rise3p900,29.500,3.900,pending,,pending,,pending,,,,
twist30p0_rise3p900,30.000,3.900,pending,,pending,,pending,,,,
twist30p5_rise3p900,30.500,3.900,pending,,pending,,pending,,,,
twist31p0_rise3p900,31.000,3.900,pending,,pending,,pending,,,,
twist31p5_rise3p900,31.500,3.900,pending,,pending,,pending,,,,
twist32p0_rise3p900,32.000,3.900,pending,,pending,,pending,,,,
twist32p5_rise3p900,32.500,3.900,pending,,pending,,pending,,,,
twist33p0_rise3p900,33.000,3.900,pending,,pending,,pending,,,,
twist33p5_rise3p900,33.500,3.900,pending,,pending,,pending,,,,
twist34p0_rise3p900,34.000,3.900,pending,,pending,,pending,,,,
twist34p5_rise3p900,34.500,3.900,pending,,pending,,pending,,,,
twist35p0_rise3p900,35.000,3.900,pending,,pending,,pending,,,,
twist35p5_rise3p900,35.500,3.900,pending,,pending,,pending,,,,
twist36p0_rise3p900,36.000,3.900,pending,,pending,,pending,,,,
twist36p5_rise3p900,36.500,3.900,pending,,pending,,pending,,,,
twist37p0_rise3p900,37.000,3.900,pending,,pending,,pending,,,,
twist37p5_rise3p900,37.500,3.900,pending,,pending,,pending,,,,
twist38p0_rise3p900,38.000,3.900,pending,,pending,,pending,,,,
twist38p5_rise3p900,38.500,3.900,pending,,pending,,pending,,,,
twist39p0_rise3p900,39.000,3.900,pending,,pending,,pending,,,,
twist39p5_rise3p900,39.500,3.900,pending,,pending,,pending,,,,
twist40p0_rise3p900,40.000,3.900,pending,,pending,,pending,,,,
twist20p0_rise3p950,20.000,3.950,pending,,pending,,pending,,,,
twist20p5_rise3p950,20.500,3.950,pending,,pending,,pending,,,,
twist21p0_rise3p950,21.000,3.950,pending,,pending,,pending,,,,
twist21p5_rise3p950,21.500,3.950,pending,,pending,,pending,,,,
twist22p0_rise3p950,22.000,3.950,pending,,pending,,pending,,,,
twist22p5_rise3p950,22.500,3.950,pending,,pending,,pending,,,,
twist23p0_rise3p950,23.000,3.950,pending,,pending,,pending,,,,
twist23p5_rise3p950,23.500,3.950,pending,,pending,,pending,,,,
twist24p0_rise3p950,24.000,3.950,pending,,pending,,pending,,,,
twist24p5_rise3p950,24.500,3.950,pending,,pending,,pending,,,,
twist25p0_rise3p950,25.000,3.950,pending,,pending,,pending,,,,
twist25p5_rise3p950,25.500,3.950,pending,,pending,,pending,,,,
