angle_deg,candidate_id,structure_file,asem_profile_file,asem_profile_exists,our_stage1_radial_profile,our_stage2_radial_profile_if_selected,correlation_status,notes
25,cand25,inputs/asem_sidechains_20260625/raw/25/cand25/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
25,cand26,inputs/asem_sidechains_20260625/raw/25/cand26/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
25,cand27,inputs/asem_sidechains_20260625/raw/25/cand27/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
25,cand28,inputs/asem_sidechains_20260625/raw/25/cand28/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
25,cand29,inputs/asem_sidechains_20260625/raw/25/cand29/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
25,cand30,inputs/asem_sidechains_20260625/raw/25/cand30/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
26,cand0,inputs/asem_sidechains_20260625/raw/26/cand0/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
26,cand1,inputs/asem_sidechains_20260625/raw/26/cand1/initial.pdb,,no,,,no_asem_profile_file_found,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. No corrected radial profile was generated in the current Stage 1/2 scope.
27,cand0,inputs/asem_sidechains_20260625/raw/27/cand0/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand0_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand1,inputs/asem_sidechains_20260625/raw/27/cand1/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand1_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand2,inputs/asem_sidechains_20260625/raw/27/cand2/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand2_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand3,inputs/asem_sidechains_20260625/raw/27/cand3/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand3_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand4,inputs/asem_sidechains_20260625/raw/27/cand4/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand4_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand5,inputs/asem_sidechains_20260625/raw/27/cand5/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand5_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand6,inputs/asem_sidechains_20260625/raw/27/cand6/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand6_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand7,inputs/asem_sidechains_20260625/raw/27/cand7/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand7_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand8,inputs/asem_sidechains_20260625/raw/27/cand8/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand8_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand9,inputs/asem_sidechains_20260625/raw/27/cand9/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand9_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand10,inputs/asem_sidechains_20260625/raw/27/cand10/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand10_radial.csv,outputs/asem_sidechains_20260625/stage2_top5_refined/radial_profiles/angle27_cand10_radial.csv,no_asem_profile_file_found;our_corrected_profile_available,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has Stage 1 and Stage 2 corrected radial profiles generated in this repo.
27,cand11,inputs/asem_sidechains_20260625/raw/27/cand11/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand11_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand12,inputs/asem_sidechains_20260625/raw/27/cand12/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand12_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand13,inputs/asem_sidechains_20260625/raw/27/cand13/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand13_radial.csv,outputs/asem_sidechains_20260625/stage2_top5_refined/radial_profiles/angle27_cand13_radial.csv,no_asem_profile_file_found;our_corrected_profile_available,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has Stage 1 and Stage 2 corrected radial profiles generated in this repo.
27,cand14,inputs/asem_sidechains_20260625/raw/27/cand14/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand14_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand15,inputs/asem_sidechains_20260625/raw/27/cand15/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand15_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand16,inputs/asem_sidechains_20260625/raw/27/cand16/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand16_radial.csv,outputs/asem_sidechains_20260625/stage2_top5_refined/radial_profiles/angle27_cand16_radial.csv,no_asem_profile_file_found;our_corrected_profile_available,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has Stage 1 and Stage 2 corrected radial profiles generated in this repo.
27,cand17,inputs/asem_sidechains_20260625/raw/27/cand17/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand17_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand18,inputs/asem_sidechains_20260625/raw/27/cand18/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand18_radial.csv,outputs/asem_sidechains_20260625/stage2_top5_refined/radial_profiles/angle27_cand18_radial.csv,no_asem_profile_file_found;our_corrected_profile_available,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has Stage 1 and Stage 2 corrected radial profiles generated in this repo.
27,cand19,inputs/asem_sidechains_20260625/raw/27/cand19/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand19_radial.csv,outputs/asem_sidechains_20260625/stage2_top5_refined/radial_profiles/angle27_cand19_radial.csv,no_asem_profile_file_found;our_corrected_profile_available,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has Stage 1 and Stage 2 corrected radial profiles generated in this repo.
27,cand20,inputs/asem_sidechains_20260625/raw/27/cand20/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand20_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand21,inputs/asem_sidechains_20260625/raw/27/cand21/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand21_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand22,inputs/asem_sidechains_20260625/raw/27/cand22/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand22_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand23,inputs/asem_sidechains_20260625/raw/27/cand23/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand23_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand24,inputs/asem_sidechains_20260625/raw/27/cand24/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand24_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand25,inputs/asem_sidechains_20260625/raw/27/cand25/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand25_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand26,inputs/asem_sidechains_20260625/raw/27/cand26/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand26_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand27,inputs/asem_sidechains_20260625/raw/27/cand27/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand27_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
27,cand28,inputs/asem_sidechains_20260625/raw/27/cand28/initial.pdb,,no,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand28_radial.csv,,no_asem_profile_file_found;our_corrected_profile_available;not_selected_for_stage2,Raw import and tleap_structures.zip contain structures only; per_angle_overlays.png has angle-level unlabeled traces. Candidate has a Stage 1 corrected radial profile generated in this repo and was not selected for Stage 2.
