bin_start_A,bin_end_A,pair_count
14.100000,14.200000,858
14.200000,14.300000,1599
14.300000,14.400000,933
14.400000,14.500000,1541
14.500000,14.600000,2053
14.600000,14.700000,1326
14.700000,14.800000,1262
14.800000,14.900000,1865
14.900000,15.000000,1850
15.000000,15.100000,1668
15.100000,15.200000,330
15.200000,15.300000,885
15.300000,15.400000,1101
15.400000,15.500000,1170
15.500000,15.600000,846
15.600000,15.700000,2089
15.700000,15.800000,653
15.800000,15.900000,376
15.900000,16.000000,1149
16.000000,16.100000,1011
16.100000,16.200000,1460
16.200000,16.300000,66
16.300000,16.400000,870
16.400000,16.500000,648
16.500000,16.600000,354
16.600000,16.700000,1884
16.700000,16.800000,1200
16.800000,16.900000,474
16.900000,17.000000,417
17.000000,17.100000,1821
17.100000,17.200000,1902
17.200000,17.300000,1050
17.300000,17.400000,1758
17.400000,17.500000,1810
17.500000,17.600000,1953
17.600000,17.700000,1963
17.700000,17.800000,1259
17.800000,17.900000,588
17.900000,18.000000,917
18.000000,18.100000,998
18.100000,18.200000,1034
18.200000,18.300000,943
18.300000,18.400000,1174
18.400000,18.500000,1383
18.500000,18.600000,991
18.600000,18.700000,434
18.700000,18.800000,510
18.800000,18.900000,519
18.900000,19.000000,1038
19.000000,19.100000,1442
19.100000,19.200000,546
19.200000,19.300000,1156
19.300000,19.400000,246
19.400000,19.500000,773
19.500000,19.600000,1093
19.600000,19.700000,552
19.700000,19.800000,553
19.800000,19.900000,419
19.900000,20.000000,630
20.000000,20.100000,804
20.100000,20.200000,414
20.200000,20.300000,297
20.300000,20.400000,647
20.400000,20.500000,1714
20.500000,20.600000,2076
20.600000,20.700000,323
20.700000,20.800000,2719
20.800000,20.900000,900
20.900000,21.000000,1179
21.000000,21.100000,1365
21.100000,21.200000,1218
21.200000,21.300000,1520
21.300000,21.400000,910
21.400000,21.500000,395
21.500000,21.600000,821
21.600000,21.700000,1082
21.700000,21.800000,930
21.800000,21.900000,1074
21.900000,22.000000,174
22.000000,22.100000,920
22.100000,22.200000,1048
22.200000,22.300000,276
22.300000,22.400000,966
22.400000,22.500000,354
22.500000,22.600000,1237
22.600000,22.700000,784
22.700000,22.800000,523
22.800000,22.900000,0
22.900000,23.000000,432
23.000000,23.100000,108
23.100000,23.200000,848
23.200000,23.300000,988
23.300000,23.400000,433
23.400000,23.500000,215
23.500000,23.600000,133
23.600000,23.700000,407
23.700000,23.800000,629
23.800000,23.900000,1400
23.900000,24.000000,2027
24.000000,24.100000,1660
24.100000,24.200000,872
24.200000,24.300000,1284
24.300000,24.400000,1152
24.400000,24.500000,936
24.500000,24.600000,951
24.600000,24.700000,843
24.700000,24.800000,996
24.800000,24.900000,1100
24.900000,25.000000,820
25.000000,25.100000,458
25.100000,25.200000,559
25.200000,25.300000,1023
25.300000,25.400000,552
25.400000,25.500000,819
25.500000,25.600000,354
25.600000,25.700000,845
25.700000,25.800000,454
25.800000,25.900000,384
25.900000,26.000000,672
26.000000,26.100000,624
26.100000,26.200000,408
26.200000,26.300000,552
26.300000,26.400000,287
26.400000,26.500000,289
26.500000,26.600000,393
26.600000,26.700000,495
26.700000,26.800000,360
26.800000,26.900000,384
26.900000,27.000000,120
27.000000,27.100000,124
27.100000,27.200000,485
27.200000,27.300000,1341
27.300000,27.400000,1610
27.400000,27.500000,1726
27.500000,27.600000,662
27.600000,27.700000,1427
27.700000,27.800000,893
27.800000,27.900000,1344
27.900000,28.000000,528
28.000000,28.100000,400
28.100000,28.200000,864
28.200000,28.300000,786
28.300000,28.400000,434
28.400000,28.500000,714
28.500000,28.600000,756
28.600000,28.700000,504
28.700000,28.800000,336
28.800000,28.900000,1318
28.900000,29.000000,491
29.000000,29.100000,207
29.100000,29.200000,336
29.200000,29.300000,255
29.300000,29.400000,1066
29.400000,29.500000,524
29.500000,29.600000,171
29.600000,29.700000,237
29.700000,29.800000,393
29.800000,29.900000,378
29.900000,30.000000,296
