bin_start_A,bin_end_A,pair_count
13.800000,13.900000,9429
13.900000,14.000000,7490
14.000000,14.100000,8226
14.100000,14.200000,7477
14.200000,14.300000,7857
14.300000,14.400000,6888
14.400000,14.500000,8243
14.500000,14.600000,7375
14.600000,14.700000,7590
14.700000,14.800000,7042
14.800000,14.900000,7902
14.900000,15.000000,9850
15.000000,15.100000,9158
15.100000,15.200000,7252
15.200000,15.300000,7309
15.300000,15.400000,6641
15.400000,15.500000,7857
15.500000,15.600000,6786
15.600000,15.700000,9100
15.700000,15.800000,7322
15.800000,15.900000,7208
15.900000,16.000000,8093
16.000000,16.100000,8070
16.100000,16.200000,8877
16.200000,16.300000,7144
16.300000,16.400000,7788
16.400000,16.500000,7347
16.500000,16.600000,7281
16.600000,16.700000,9300
16.700000,16.800000,8741
16.800000,16.900000,7460
16.900000,17.000000,7231
17.000000,17.100000,9784
17.100000,17.200000,10461
17.200000,17.300000,10464
17.300000,17.400000,10426
17.400000,17.500000,9535
17.500000,17.600000,9549
17.600000,17.700000,9082
17.700000,17.800000,9314
17.800000,17.900000,7411
17.900000,18.000000,8896
18.000000,18.100000,9073
18.100000,18.200000,10345
18.200000,18.300000,9646
18.300000,18.400000,9206
18.400000,18.500000,10351
18.500000,18.600000,9134
18.600000,18.700000,8691
18.700000,18.800000,8682
18.800000,18.900000,7526
18.900000,19.000000,8780
19.000000,19.100000,10084
19.100000,19.200000,9164
19.200000,19.300000,10019
19.300000,19.400000,8570
19.400000,19.500000,9624
19.500000,19.600000,9986
19.600000,19.700000,9051
19.700000,19.800000,7908
19.800000,19.900000,8353
19.900000,20.000000,7399
20.000000,20.100000,8944
20.100000,20.200000,8914
20.200000,20.300000,7130
20.300000,20.400000,8471
20.400000,20.500000,10771
20.500000,20.600000,11588
20.600000,20.700000,9466
20.700000,20.800000,10031
20.800000,20.900000,9661
20.900000,21.000000,8901
21.000000,21.100000,7771
21.100000,21.200000,8008
21.200000,21.300000,8815
21.300000,21.400000,9054
21.400000,21.500000,8258
21.500000,21.600000,7881
21.600000,21.700000,8810
21.700000,21.800000,9218
21.800000,21.900000,8387
21.900000,22.000000,7791
22.000000,22.100000,8794
22.100000,22.200000,8342
22.200000,22.300000,9003
22.300000,22.400000,8730
22.400000,22.500000,7718
22.500000,22.600000,8428
22.600000,22.700000,9513
22.700000,22.800000,8241
22.800000,22.900000,8332
22.900000,23.000000,7982
23.000000,23.100000,7617
23.100000,23.200000,8490
23.200000,23.300000,8153
23.300000,23.400000,8530
23.400000,23.500000,7110
23.500000,23.600000,8129
23.600000,23.700000,8284
23.700000,23.800000,8323
23.800000,23.900000,10520
23.900000,24.000000,10034
24.000000,24.100000,10117
24.100000,24.200000,9477
24.200000,24.300000,8640
24.300000,24.400000,9718
24.400000,24.500000,9608
24.500000,24.600000,8467
24.600000,24.700000,8981
24.700000,24.800000,7893
24.800000,24.900000,7870
24.900000,25.000000,8892
25.000000,25.100000,7750
25.100000,25.200000,7555
25.200000,25.300000,7942
25.300000,25.400000,7486
25.400000,25.500000,7428
25.500000,25.600000,8220
25.600000,25.700000,8048
25.700000,25.800000,6976
25.800000,25.900000,7395
25.900000,26.000000,6784
26.000000,26.100000,7198
26.100000,26.200000,7206
26.200000,26.300000,6094
26.300000,26.400000,7754
26.400000,26.500000,6888
26.500000,26.600000,6924
26.600000,26.700000,7260
26.700000,26.800000,6758
26.800000,26.900000,6411
26.900000,27.000000,5476
27.000000,27.100000,6111
27.100000,27.200000,7695
27.200000,27.300000,8444
27.300000,27.400000,7949
27.400000,27.500000,7765
27.500000,27.600000,6681
27.600000,27.700000,7938
27.700000,27.800000,7540
27.800000,27.900000,7109
27.900000,28.000000,7336
28.000000,28.100000,5654
28.100000,28.200000,7159
28.200000,28.300000,6835
28.300000,28.400000,6301
28.400000,28.500000,7017
28.500000,28.600000,6416
28.600000,28.700000,5724
28.700000,28.800000,6082
28.800000,28.900000,6854
28.900000,29.000000,6233
29.000000,29.100000,6253
29.100000,29.200000,5294
29.200000,29.300000,6102
29.300000,29.400000,7470
29.400000,29.500000,5635
29.500000,29.600000,5173
29.600000,29.700000,5412
29.700000,29.800000,5821
29.800000,29.900000,5026
29.900000,30.000000,5001
