unit_count,pair_id,t,compactness_score,contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,axial_register_score,angular_phase_order_score,refined_angular_phase_score,rmsd_formedness_score,seed_formation_score,notes
4,0,0.000,0.610100,0.000000,0.000000,0.406239,,0.882985,0.300302,0.420571,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.150,0.661071,0.104942,0.104101,0.498545,,0.855416,0.373136,0.480504,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.200,0.680854,0.139922,0.138801,0.520608,,0.863791,0.402711,0.504127,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.250,0.700637,0.174903,0.173502,0.542672,,0.872167,0.432287,0.527751,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.300,0.720420,0.209884,0.208202,0.564735,,0.880542,0.461862,0.551374,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.350,0.740203,0.244864,0.242902,0.586798,,0.888918,0.491437,0.574997,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.400,0.759987,0.279845,0.277602,0.608862,,0.897293,0.521012,0.598620,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.450,0.779770,0.314825,0.312303,0.630925,,0.905669,0.550587,0.622244,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.500,0.799553,0.349806,0.347003,0.652988,,0.914045,0.580163,0.645867,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.550,0.819336,0.384787,0.381703,0.675052,,0.922420,0.609738,0.669490,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.600,0.839119,0.419767,0.416404,0.697115,,0.930796,0.639313,0.693114,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.650,0.858903,0.454748,0.451104,0.719179,,0.939171,0.668888,0.716737,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.700,0.878686,0.489728,0.485804,0.741242,,0.947547,0.698463,0.740360,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.750,0.898469,0.524709,0.520505,0.763305,,0.955922,0.728039,0.763983,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.800,0.918252,0.559690,0.555205,0.785369,,0.964298,0.757614,0.787607,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.850,0.938035,0.594670,0.589905,0.807432,,0.972673,0.787189,0.811230,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.900,0.957819,0.629651,0.624605,0.829495,,0.981049,0.816764,0.834853,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,0.950,0.977602,0.664631,0.659306,0.851559,,0.989424,0.846340,0.858477,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,7,1.000,0.997385,0.699612,0.694006,0.873622,,0.997800,0.875915,0.882100,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.000,0.564194,0.000000,0.000000,0.557927,,0.705283,0.205551,0.387770,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.050,0.585306,0.037597,0.037592,0.576967,,0.719937,0.239139,0.413604,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.100,0.606419,0.075194,0.075184,0.596007,,0.734591,0.272728,0.439438,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.150,0.627532,0.112791,0.112776,0.615047,,0.749245,0.306316,0.465272,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.200,0.648644,0.150388,0.150368,0.634086,,0.763899,0.339905,0.491106,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.250,0.669756,0.187984,0.187960,0.653126,,0.778553,0.373493,0.516940,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.300,0.690869,0.225581,0.225552,0.672166,,0.793207,0.407081,0.542774,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.350,0.711981,0.263178,0.263144,0.691206,,0.807861,0.440670,0.568608,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.400,0.733094,0.300775,0.300736,0.710246,,0.822515,0.474258,0.594442,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.450,0.754207,0.338372,0.338328,0.729286,,0.837169,0.507847,0.620276,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.500,0.775319,0.375969,0.375920,0.748325,,0.851822,0.541435,0.646110,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.550,0.796431,0.413566,0.413512,0.767365,,0.866476,0.575024,0.671944,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.600,0.817544,0.451163,0.451104,0.786405,,0.881130,0.608612,0.697778,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.650,0.838656,0.488760,0.488696,0.805445,,0.895784,0.642201,0.723612,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.700,0.859769,0.526357,0.526288,0.824485,,0.910438,0.675789,0.749446,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.750,0.880881,0.563953,0.563880,0.843525,,0.925092,0.709378,0.775280,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.800,0.901994,0.601550,0.601472,0.862565,,0.939746,0.742966,0.801114,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.850,0.923107,0.639147,0.639064,0.881604,,0.954400,0.776555,0.826948,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.900,0.944219,0.676744,0.676656,0.900644,,0.969054,0.810143,0.852782,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,0.950,0.965332,0.714341,0.714248,0.919684,,0.983708,0.843732,0.878616,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,8,1.000,0.986444,0.751938,0.751840,0.938724,,0.998362,0.877320,0.904450,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,9,0.000,0.567416,0.025194,0.027340,0.394159,,0.865716,0.269513,0.405668,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,9,0.050,0.588468,0.060029,0.063039,0.416361,,0.872400,0.300228,0.429498,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,9,0.100,0.609520,0.094864,0.098739,0.438563,,0.879084,0.330943,0.453327,linear interpolation in oriented order-parameter space; not atomistic dynamics
4,9,0.150,0.630572,0.129700,0.134438,0.460765,,0.885768,0.361658,0.477157,linear interpolation in oriented order-parameter space; not atomistic dynamics
