bin_start_A,bin_end_A,pair_count
13.700000,13.800000,8580
13.800000,13.900000,9444
13.900000,14.000000,6800
14.000000,14.100000,6036
14.100000,14.200000,9184
14.200000,14.300000,8028
14.300000,14.400000,7248
14.400000,14.500000,7120
14.500000,14.600000,6832
14.600000,14.700000,7492
14.700000,14.800000,5940
14.800000,14.900000,6732
14.900000,15.000000,9120
15.000000,15.100000,7608
15.100000,15.200000,9452
15.200000,15.300000,7308
15.300000,15.400000,5352
15.400000,15.500000,6052
15.500000,15.600000,6948
15.600000,15.700000,6600
15.700000,15.800000,5752
15.800000,15.900000,8924
15.900000,16.000000,8976
16.000000,16.100000,9096
16.100000,16.200000,11516
16.200000,16.300000,7732
16.300000,16.400000,6848
16.400000,16.500000,7972
16.500000,16.600000,9416
16.600000,16.700000,9024
16.700000,16.800000,9360
16.800000,16.900000,8304
16.900000,17.000000,6616
17.000000,17.100000,10408
17.100000,17.200000,11900
17.200000,17.300000,11784
17.300000,17.400000,11980
17.400000,17.500000,9144
17.500000,17.600000,10864
17.600000,17.700000,9004
17.700000,17.800000,11440
17.800000,17.900000,9456
17.900000,18.000000,12924
18.000000,18.100000,10052
18.100000,18.200000,12416
18.200000,18.300000,12892
18.300000,18.400000,13252
18.400000,18.500000,12024
18.500000,18.600000,11212
18.600000,18.700000,11608
18.700000,18.800000,13872
18.800000,18.900000,10428
18.900000,19.000000,11580
19.000000,19.100000,14256
19.100000,19.200000,11732
19.200000,19.300000,12504
19.300000,19.400000,13552
19.400000,19.500000,15036
19.500000,19.600000,16672
19.600000,19.700000,10716
19.700000,19.800000,10588
19.800000,19.900000,13016
19.900000,20.000000,10448
20.000000,20.100000,13492
20.100000,20.200000,12224
20.200000,20.300000,10612
20.300000,20.400000,12420
20.400000,20.500000,15048
20.500000,20.600000,14696
20.600000,20.700000,12544
20.700000,20.800000,11024
20.800000,20.900000,15456
20.900000,21.000000,11484
21.000000,21.100000,9580
21.100000,21.200000,10720
21.200000,21.300000,13184
21.300000,21.400000,13956
21.400000,21.500000,13212
21.500000,21.600000,12684
21.600000,21.700000,12404
21.700000,21.800000,15772
21.800000,21.900000,12824
21.900000,22.000000,16272
22.000000,22.100000,11324
22.100000,22.200000,10016
22.200000,22.300000,16020
22.300000,22.400000,17720
22.400000,22.500000,15280
22.500000,22.600000,13176
22.600000,22.700000,13956
22.700000,22.800000,14304
22.800000,22.900000,16716
22.900000,23.000000,16668
23.000000,23.100000,14652
23.100000,23.200000,15276
23.200000,23.300000,10784
23.300000,23.400000,17312
23.400000,23.500000,14176
23.500000,23.600000,18960
23.600000,23.700000,18372
23.700000,23.800000,15928
23.800000,23.900000,17972
23.900000,24.000000,16372
24.000000,24.100000,16180
24.100000,24.200000,15268
24.200000,24.300000,16712
24.300000,24.400000,17648
24.400000,24.500000,16336
24.500000,24.600000,16440
24.600000,24.700000,17568
24.700000,24.800000,13424
24.800000,24.900000,15052
24.900000,25.000000,20396
25.000000,25.100000,16452
25.100000,25.200000,15440
25.200000,25.300000,15992
25.300000,25.400000,14768
25.400000,25.500000,14144
25.500000,25.600000,19392
25.600000,25.700000,15856
25.700000,25.800000,15100
25.800000,25.900000,15128
25.900000,26.000000,13340
26.000000,26.100000,13588
26.100000,26.200000,15972
26.200000,26.300000,11200
26.300000,26.400000,16620
26.400000,26.500000,14776
26.500000,26.600000,12800
26.600000,26.700000,16956
26.700000,26.800000,13356
26.800000,26.900000,12676
26.900000,27.000000,10088
27.000000,27.100000,12400
27.100000,27.200000,15128
27.200000,27.300000,16740
27.300000,27.400000,14060
27.400000,27.500000,12920
27.500000,27.600000,13844
27.600000,27.700000,12992
27.700000,27.800000,14916
27.800000,27.900000,14376
27.900000,28.000000,14364
28.000000,28.100000,10380
28.100000,28.200000,11696
28.200000,28.300000,13856
28.300000,28.400000,12944
28.400000,28.500000,15256
28.500000,28.600000,11112
28.600000,28.700000,12724
28.700000,28.800000,14072
28.800000,28.900000,11760
28.900000,29.000000,11952
29.000000,29.100000,12612
29.100000,29.200000,11732
29.200000,29.300000,14060
29.300000,29.400000,14172
29.400000,29.500000,10908
29.500000,29.600000,11092
29.600000,29.700000,12412
29.700000,29.800000,11068
29.800000,29.900000,9128
29.900000,30.000000,9400
