unit_count,pair_id,t,compactness_score,contact_fraction_vs_target,CYP_MEP_contact_fraction_vs_target,axial_register_score,angular_phase_order_score,refined_angular_phase_score,rmsd_formedness_score,seed_formation_score,notes
4,0,0.000,0.528192,0.061047,0.066246,0.464450,,0.999286,0.256550,0.459003,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.200,0.629870,0.178635,0.179487,0.489423,,0.997143,0.353843,0.525779,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.250,0.652872,0.219969,0.220731,0.517978,,0.996516,0.387949,0.550682,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.300,0.675875,0.261303,0.261974,0.546534,,0.995889,0.422056,0.575585,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.350,0.698878,0.302637,0.303217,0.575090,,0.995262,0.456163,0.600487,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.400,0.721880,0.343972,0.344461,0.603645,,0.994635,0.490269,0.625390,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.450,0.744883,0.385306,0.385704,0.632201,,0.994008,0.524376,0.650292,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.500,0.767885,0.426640,0.426948,0.660756,,0.993381,0.558483,0.675195,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.550,0.790888,0.467974,0.468191,0.689312,,0.992755,0.592590,0.700098,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.600,0.813891,0.509308,0.509434,0.717868,,0.992128,0.626696,0.725000,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.650,0.836893,0.550643,0.550678,0.746423,,0.991501,0.660803,0.749903,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.700,0.859896,0.591977,0.591921,0.774979,,0.990874,0.694910,0.774805,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.750,0.882899,0.633311,0.633164,0.803535,,0.990247,0.729016,0.799708,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.800,0.905901,0.674645,0.674408,0.832090,,0.989620,0.763123,0.824611,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.850,0.928904,0.715979,0.715651,0.860646,,0.988993,0.797230,0.849513,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.900,0.951907,0.757314,0.756894,0.889202,,0.988366,0.831337,0.874416,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,0.950,0.974909,0.798648,0.798138,0.917757,,0.987739,0.865443,0.899318,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,0,1.000,0.997912,0.839982,0.839381,0.946313,,0.987112,0.899550,0.924221,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.000,0.602700,0.001773,0.001935,0.326491,,0.999856,0.265618,0.438094,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.050,0.622565,0.039450,0.040905,0.352899,,0.999661,0.296039,0.460682,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.100,0.642430,0.077128,0.079874,0.379308,,0.999466,0.326461,0.483270,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.150,0.662295,0.114805,0.118844,0.405716,,0.999271,0.356883,0.505857,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.200,0.682160,0.152482,0.157813,0.432124,,0.999076,0.387305,0.528445,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.250,0.702025,0.190159,0.196783,0.458533,,0.998881,0.417726,0.551033,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.300,0.721890,0.227837,0.235752,0.484941,,0.998686,0.448148,0.573620,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.350,0.741755,0.265514,0.274722,0.511349,,0.998491,0.478570,0.596208,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.400,0.761620,0.303191,0.313691,0.537758,,0.998296,0.508992,0.618796,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.450,0.781485,0.340869,0.352661,0.564166,,0.998101,0.539413,0.641384,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.500,0.801350,0.378546,0.391630,0.590575,,0.997906,0.569835,0.663971,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.550,0.821215,0.416223,0.430600,0.616983,,0.997710,0.600257,0.686559,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.600,0.841080,0.453901,0.469570,0.643391,,0.997515,0.630679,0.709147,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.650,0.860945,0.491578,0.508539,0.669800,,0.997320,0.661100,0.731735,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.700,0.880810,0.529255,0.547509,0.696208,,0.997125,0.691522,0.754323,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.750,0.900675,0.566932,0.586478,0.722616,,0.996930,0.721944,0.776910,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.800,0.920540,0.604610,0.625448,0.749025,,0.996735,0.752366,0.799498,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.850,0.940405,0.642287,0.664417,0.775433,,0.996540,0.782787,0.822086,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.900,0.960270,0.679964,0.703387,0.801841,,0.996345,0.813209,0.844674,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,0.950,0.980135,0.717642,0.742356,0.828250,,0.996150,0.843631,0.867261,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,1,1.000,1.000000,0.755319,0.781326,0.854658,,0.995955,0.874053,0.889849,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.000,0.561092,0.005319,0.001451,0.372607,,0.999953,0.231552,0.433597,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.050,0.582688,0.042952,0.039743,0.397818,,0.999848,0.263806,0.456209,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.100,0.604285,0.080585,0.078035,0.423030,,0.999743,0.296061,0.478822,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.150,0.625881,0.118218,0.116328,0.448241,,0.999638,0.328316,0.501435,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.200,0.647477,0.155851,0.154620,0.473452,,0.999533,0.360571,0.524047,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.250,0.669073,0.193484,0.192912,0.498664,,0.999429,0.392825,0.546660,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.300,0.690670,0.231117,0.231205,0.523875,,0.999324,0.425080,0.569272,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.350,0.712266,0.268750,0.269497,0.549086,,0.999219,0.457335,0.591885,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.400,0.733862,0.306383,0.307789,0.574297,,0.999114,0.489590,0.614497,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.450,0.755458,0.344016,0.346081,0.599509,,0.999009,0.521844,0.637109,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.500,0.777054,0.381649,0.384373,0.624720,,0.998904,0.554099,0.659722,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.550,0.798651,0.419282,0.422666,0.649931,,0.998799,0.586354,0.682335,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.600,0.820247,0.456915,0.460958,0.675143,,0.998694,0.618608,0.704947,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.650,0.841843,0.494548,0.499250,0.700354,,0.998589,0.650863,0.727560,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.700,0.863440,0.532181,0.537542,0.725565,,0.998484,0.683118,0.750172,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.750,0.885036,0.569814,0.575835,0.750776,,0.998379,0.715373,0.772784,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.800,0.906632,0.607447,0.614127,0.775988,,0.998275,0.747627,0.795397,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.850,0.928228,0.645080,0.652419,0.801199,,0.998170,0.779882,0.818010,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.900,0.949825,0.682713,0.690712,0.826410,,0.998065,0.812137,0.840622,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,0.950,0.971421,0.720346,0.729004,0.851622,,0.997960,0.844391,0.863235,linear interpolation in oriented order-parameter space; not atomistic dynamics
7,2,1.000,0.993017,0.757979,0.767296,0.876833,,0.997855,0.876646,0.885847,linear interpolation in oriented order-parameter space; not atomistic dynamics
