bin_start_A,bin_end_A,pair_count
8.600000,8.700000,1712
8.700000,8.800000,700
8.800000,8.900000,2280
8.900000,9.000000,2364
9.000000,9.100000,1584
9.100000,9.200000,2832
9.200000,9.300000,2748
9.300000,9.400000,1224
9.400000,9.500000,1404
9.500000,9.600000,2520
9.600000,9.700000,984
9.700000,9.800000,2208
9.800000,9.900000,2052
9.900000,10.000000,1080
10.000000,10.100000,1452
10.100000,10.200000,2040
10.200000,10.300000,2304
10.300000,10.400000,1932
10.400000,10.500000,2520
10.500000,10.600000,1032
10.600000,10.700000,2848
10.700000,10.800000,1840
10.800000,10.900000,1472
10.900000,11.000000,1220
11.000000,11.100000,1560
11.100000,11.200000,1764
11.200000,11.300000,2484
11.300000,11.400000,984
11.400000,11.500000,1044
11.500000,11.600000,1116
11.600000,11.700000,624
11.700000,11.800000,1216
11.800000,11.900000,1736
11.900000,12.000000,2016
12.000000,12.100000,2376
12.100000,12.200000,1752
12.200000,12.300000,1068
12.300000,12.400000,1548
12.400000,12.500000,1728
12.500000,12.600000,2616
12.600000,12.700000,3444
12.700000,12.800000,1980
12.800000,12.900000,2064
12.900000,13.000000,1152
13.000000,13.100000,2456
13.100000,13.200000,2272
13.200000,13.300000,3216
13.300000,13.400000,2240
13.400000,13.500000,1060
13.500000,13.600000,2688
13.600000,13.700000,3884
13.700000,13.800000,2308
13.800000,13.900000,2016
13.900000,14.000000,2904
14.000000,14.100000,1056
14.100000,14.200000,3084
14.200000,14.300000,2568
14.300000,14.400000,2280
14.400000,14.500000,2124
14.500000,14.600000,2064
14.600000,14.700000,3240
14.700000,14.800000,2256
14.800000,14.900000,2016
14.900000,15.000000,2276
15.000000,15.100000,1816
15.100000,15.200000,3912
15.200000,15.300000,3536
15.300000,15.400000,1912
15.400000,15.500000,1308
15.500000,15.600000,2220
15.600000,15.700000,2760
15.700000,15.800000,1128
15.800000,15.900000,3792
15.900000,16.000000,2808
16.000000,16.100000,2204
16.100000,16.200000,4564
16.200000,16.300000,3336
16.300000,16.400000,1560
16.400000,16.500000,2388
16.500000,16.600000,3684
16.600000,16.700000,2160
16.700000,16.800000,2248
16.800000,16.900000,2816
16.900000,17.000000,2148
17.000000,17.100000,3808
17.100000,17.200000,2396
17.200000,17.300000,2904
17.300000,17.400000,4452
17.400000,17.500000,3516
17.500000,17.600000,3656
17.600000,17.700000,1552
17.700000,17.800000,3276
17.800000,17.900000,2740
17.900000,18.000000,4736
18.000000,18.100000,4116
18.100000,18.200000,4032
18.200000,18.300000,4476
18.300000,18.400000,2220
18.400000,18.500000,2212
18.500000,18.600000,3632
18.600000,18.700000,3336
18.700000,18.800000,4920
18.800000,18.900000,1992
18.900000,19.000000,3496
19.000000,19.100000,6236
19.100000,19.200000,3284
19.200000,19.300000,3472
19.300000,19.400000,6720
19.400000,19.500000,2316
19.500000,19.600000,3660
19.600000,19.700000,3072
19.700000,19.800000,3244
19.800000,19.900000,3572
19.900000,20.000000,3480
20.000000,20.100000,2840
20.100000,20.200000,2436
20.200000,20.300000,2488
20.300000,20.400000,2240
20.400000,20.500000,3692
20.500000,20.600000,5876
20.600000,20.700000,3456
20.700000,20.800000,2676
20.800000,20.900000,4528
20.900000,21.000000,1928
21.000000,21.100000,1344
21.100000,21.200000,2544
21.200000,21.300000,3496
21.300000,21.400000,4440
21.400000,21.500000,3700
21.500000,21.600000,2296
21.600000,21.700000,2040
21.700000,21.800000,5136
21.800000,21.900000,4488
21.900000,22.000000,6060
22.000000,22.100000,2960
22.100000,22.200000,2404
22.200000,22.300000,3612
22.300000,22.400000,6480
22.400000,22.500000,2604
22.500000,22.600000,3480
22.600000,22.700000,3264
22.700000,22.800000,3768
22.800000,22.900000,4648
22.900000,23.000000,4568
23.000000,23.100000,4108
23.100000,23.200000,5580
23.200000,23.300000,3108
23.300000,23.400000,6356
23.400000,23.500000,5196
23.500000,23.600000,5672
23.600000,23.700000,6756
23.700000,23.800000,4920
23.800000,23.900000,5176
23.900000,24.000000,4696
24.000000,24.100000,6732
24.100000,24.200000,5284
24.200000,24.300000,7584
24.300000,24.400000,6016
24.400000,24.500000,5684
24.500000,24.600000,6264
24.600000,24.700000,6564
24.700000,24.800000,5272
24.800000,24.900000,5380
24.900000,25.000000,6340
25.000000,25.100000,5908
25.100000,25.200000,5984
25.200000,25.300000,5596
25.300000,25.400000,6540
25.400000,25.500000,4216
25.500000,25.600000,7684
25.600000,25.700000,5200
25.700000,25.800000,5272
25.800000,25.900000,5012
25.900000,26.000000,4040
26.000000,26.100000,4228
26.100000,26.200000,6628
26.200000,26.300000,4272
26.300000,26.400000,6540
26.400000,26.500000,7716
26.500000,26.600000,4584
26.600000,26.700000,6700
26.700000,26.800000,5120
26.800000,26.900000,5404
26.900000,27.000000,4576
27.000000,27.100000,3432
27.100000,27.200000,5724
27.200000,27.300000,6596
27.300000,27.400000,5316
27.400000,27.500000,5564
27.500000,27.600000,6352
27.600000,27.700000,6936
27.700000,27.800000,5668
27.800000,27.900000,8212
27.900000,28.000000,6044
28.000000,28.100000,4836
28.100000,28.200000,4744
28.200000,28.300000,4812
28.300000,28.400000,3852
28.400000,28.500000,7484
28.500000,28.600000,3936
28.600000,28.700000,4884
28.700000,28.800000,6632
28.800000,28.900000,5608
28.900000,29.000000,6096
29.000000,29.100000,6088
29.100000,29.200000,4800
29.200000,29.300000,4232
29.300000,29.400000,6072
29.400000,29.500000,4152
29.500000,29.600000,4256
29.600000,29.700000,4956
29.700000,29.800000,3736
29.800000,29.900000,2804
29.900000,30.000000,4504
