bin_start_A,bin_end_A,pair_count
14.600000,14.700000,34
14.700000,14.800000,12
14.800000,14.900000,9
14.900000,15.000000,5
15.000000,15.100000,9
15.100000,15.200000,1
15.200000,15.300000,0
15.300000,15.400000,6
15.400000,15.500000,8
15.500000,15.600000,1
15.600000,15.700000,37
15.700000,15.800000,30
15.800000,15.900000,10
15.900000,16.000000,38
16.000000,16.100000,12
16.100000,16.200000,18
16.200000,16.300000,19
16.300000,16.400000,17
16.400000,16.500000,11
16.500000,16.600000,6
16.600000,16.700000,7
16.700000,16.800000,12
16.800000,16.900000,60
16.900000,17.000000,12
17.000000,17.100000,26
17.100000,17.200000,19
17.200000,17.300000,6
17.300000,17.400000,6
17.400000,17.500000,5
17.500000,17.600000,1
17.600000,17.700000,4
17.700000,17.800000,7
17.800000,17.900000,4
17.900000,18.000000,0
18.000000,18.100000,41
18.100000,18.200000,25
18.200000,18.300000,9
18.300000,18.400000,32
18.400000,18.500000,19
18.500000,18.600000,16
18.600000,18.700000,10
18.700000,18.800000,22
18.800000,18.900000,1
18.900000,19.000000,19
19.000000,19.100000,0
19.100000,19.200000,14
19.200000,19.300000,34
19.300000,19.400000,24
19.400000,19.500000,19
19.500000,19.600000,15
19.600000,19.700000,8
19.700000,19.800000,7
19.800000,19.900000,0
19.900000,20.000000,9
20.000000,20.100000,0
20.100000,20.200000,5
20.200000,20.300000,0
20.300000,20.400000,10
20.400000,20.500000,27
20.500000,20.600000,26
20.600000,20.700000,16
20.700000,20.800000,16
20.800000,20.900000,21
20.900000,21.000000,10
21.000000,21.100000,11
21.100000,21.200000,9
21.200000,21.300000,9
21.300000,21.400000,12
21.400000,21.500000,0
21.500000,21.600000,8
21.600000,21.700000,46
21.700000,21.800000,8
21.800000,21.900000,23
21.900000,22.000000,8
22.000000,22.100000,6
22.100000,22.200000,5
22.200000,22.300000,4
22.300000,22.400000,6
22.400000,22.500000,0
22.500000,22.600000,6
22.600000,22.700000,0
22.700000,22.800000,12
22.800000,22.900000,16
22.900000,23.000000,24
23.000000,23.100000,16
23.100000,23.200000,13
23.200000,23.300000,22
23.300000,23.400000,6
23.400000,23.500000,9
23.500000,23.600000,8
23.600000,23.700000,6
23.700000,23.800000,7
23.800000,23.900000,0
23.900000,24.000000,2
24.000000,24.100000,20
24.100000,24.200000,18
24.200000,24.300000,15
24.300000,24.400000,17
24.400000,24.500000,7
24.500000,24.600000,1
24.600000,24.700000,5
24.700000,24.800000,5
24.800000,24.900000,0
24.900000,25.000000,7
25.000000,25.100000,3
25.100000,25.200000,5
25.200000,25.300000,6
25.300000,25.400000,24
25.400000,25.500000,4
25.500000,25.600000,25
25.600000,25.700000,16
25.700000,25.800000,9
25.800000,25.900000,6
25.900000,26.000000,12
26.000000,26.100000,0
26.100000,26.200000,3
26.200000,26.300000,0
26.300000,26.400000,6
26.400000,26.500000,9
26.500000,26.600000,25
26.600000,26.700000,13
26.700000,26.800000,10
26.800000,26.900000,4
26.900000,27.000000,1
27.000000,27.100000,4
27.100000,27.200000,3
27.200000,27.300000,0
27.300000,27.400000,9
27.400000,27.500000,3
27.500000,27.600000,2
27.600000,27.700000,10
27.700000,27.800000,14
27.800000,27.900000,10
27.900000,28.000000,13
28.000000,28.100000,8
28.100000,28.200000,6
28.200000,28.300000,7
28.300000,28.400000,8
28.400000,28.500000,0
28.500000,28.600000,0
28.600000,28.700000,0
28.700000,28.800000,0
28.800000,28.900000,8
28.900000,29.000000,23
29.000000,29.100000,6
29.100000,29.200000,12
29.200000,29.300000,3
29.300000,29.400000,3
29.400000,29.500000,2
29.500000,29.600000,2
29.600000,29.700000,1
29.700000,29.800000,6
29.800000,29.900000,1
29.900000,30.000000,0
