rank,model_id,twist_deg,rise_A,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,base_rmsd,helical_rmsd,combined_rmsd,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,notes,model_status,diffraction_status,diffraction_file,angle_deg,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count
104,angle27_cand32,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand32.npy,27,cand32,inputs/asem_sidechains_20260625/raw/27/cand32/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand32.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand32.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand32.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand32_radial.csv,True,33,100,2,4,1,180,8
105,angle27_cand33,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand33.npy,27,cand33,inputs/asem_sidechains_20260625/raw/27/cand33/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand33.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand33.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand33.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand33_radial.csv,True,33,100,2,4,1,180,8
106,angle27_cand34,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand34.npy,27,cand34,inputs/asem_sidechains_20260625/raw/27/cand34/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand34.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand34.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand34.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand34_radial.csv,True,33,100,2,4,1,180,8
107,angle27_cand36,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.npy,27,cand36,inputs/asem_sidechains_20260625/raw/27/cand36/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand36.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand36.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand36_radial.csv,True,33,100,2,4,1,180,8
108,angle27_cand37,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.127626291,0.114205999,3.387821154,3.960699724,4.251381407,5.744561801,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.npy,27,cand37,inputs/asem_sidechains_20260625/raw/27/cand37/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand37.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand37.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand37_radial.csv,True,33,100,2,4,1,180,8
109,angle27_cand5,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.npy,27,cand5,inputs/asem_sidechains_20260625/raw/27/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand5_radial.csv,True,33,100,2,4,1,180,8
110,angle27_cand6,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.npy,27,cand6,inputs/asem_sidechains_20260625/raw/27/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand6_radial.csv,True,33,100,2,4,1,180,8
111,angle27_cand7,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.npy,27,cand7,inputs/asem_sidechains_20260625/raw/27/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand7_radial.csv,True,33,100,2,4,1,180,8
112,angle28_cand0,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.npy,28,cand0,inputs/asem_sidechains_20260625/raw/28/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand0_radial.csv,True,33,100,2,4,1,180,8
113,angle28_cand1,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.npy,28,cand1,inputs/asem_sidechains_20260625/raw/28/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand1_radial.csv,True,33,100,2,4,1,180,8
114,angle28_cand2,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.npy,28,cand2,inputs/asem_sidechains_20260625/raw/28/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand2_radial.csv,True,33,100,2,4,1,180,8
115,angle28_cand3,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.npy,28,cand3,inputs/asem_sidechains_20260625/raw/28/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand3_radial.csv,True,33,100,2,4,1,180,8
116,angle28_cand4,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.129764868,0.116117918,3.387821154,3.960699724,4.414046366,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.npy,28,cand4,inputs/asem_sidechains_20260625/raw/28/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand4_radial.csv,True,33,100,2,4,1,180,8
117,angle27_cand9,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.133948068,0.119857841,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.npy,27,cand9,inputs/asem_sidechains_20260625/raw/27/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand9_radial.csv,True,33,100,2,4,1,180,8
118,angle28_cand19,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.133948068,0.119857841,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.npy,28,cand19,inputs/asem_sidechains_20260625/raw/28/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand19.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand19_radial.csv,True,33,100,2,4,1,180,8
119,angle28_cand20,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.133948068,0.119857841,3.387821154,3.708638789,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.npy,28,cand20,inputs/asem_sidechains_20260625/raw/28/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand20.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand20_radial.csv,True,33,100,2,4,1,180,8
120,angle28_cand14,28,3.4,scored,5,5,0,1.000000000,0.007821154,0.140008946,0.125276646,3.387821154,3.830332885,4.590147189,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.npy,28,cand14,inputs/asem_sidechains_20260625/raw/28/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand14_radial.csv,True,33,100,2,4,1,180,8
121,angle27_cand1,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.149370236,0.133646579,3.387821154,3.960699724,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand1.npy,27,cand1,inputs/asem_sidechains_20260625/raw/27/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand1_radial.csv,True,33,100,2,4,1,180,8
122,angle27_cand2,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.149370236,0.133646579,3.387821154,3.960699724,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand2.npy,27,cand2,inputs/asem_sidechains_20260625/raw/27/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand2_radial.csv,True,33,100,2,4,1,180,8
123,angle27_cand3,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.149370236,0.133646579,3.387821154,3.960699724,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand3.npy,27,cand3,inputs/asem_sidechains_20260625/raw/27/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand3_radial.csv,True,33,100,2,4,1,180,8
124,angle27_cand4,27,3.4,scored,5,5,0,1.000000000,0.007821154,0.149370236,0.133646579,3.387821154,3.960699724,4.251381407,5.468247632,7.208895339,,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.npy,27,cand4,inputs/asem_sidechains_20260625/raw/27/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle27_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle27_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle27_cand4_radial.csv,True,33,100,2,4,1,180,8
