model_id,target_label,observed_d_A,observed_intensity,target_d_A,delta_d_A,window_min_d_A,window_max_d_A,peak_status
angle31_cand4,base,3.387821154,5738403.354170532,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand4,A,3.830332885,1456438.737978664,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand4,B,4.414046366,1283556.849537341,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand4,C,5.744561801,1850117.928296400,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand4,D,7.208895339,1405782.395685277,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand5,base,3.387821154,4951248.578860559,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand5,A,3.830332885,1431716.487176623,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand5,B,4.414046366,1401026.045882157,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand5,C,5.744561801,1834277.418239667,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand5,D,7.208895339,1360650.906343540,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand6,base,3.387821154,4669243.818323060,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand6,A,3.830332885,1537504.470468461,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand6,B,4.414046366,1156370.774200479,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand6,C,5.744561801,1666576.046831937,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand6,D,7.208895339,1447371.099578803,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand7,base,3.387821154,4891355.706005764,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand7,A,3.830332885,1473366.491293773,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand7,B,4.414046366,1237773.599482205,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand7,C,5.744561801,1712028.053658109,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand7,D,7.208895339,1460407.433567319,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand8,base,3.387821154,4708799.165037104,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand8,A,3.830332885,1528272.231013847,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand8,B,4.414046366,1071797.283037810,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand8,C,5.744561801,1671906.310043838,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand8,D,7.208895339,1524071.784990973,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle31_cand9,base,3.387821154,4508749.434713014,3.380000000,0.007821154,3.180000000,3.580000000,found
angle31_cand9,A,3.830332885,1581013.218902260,3.800000000,0.030332885,3.600000000,4.000000000,found
angle31_cand9,B,4.414046366,980180.238196054,4.400000000,0.014046366,4.200000000,4.600000000,found
angle31_cand9,C,5.744561801,1421937.809511427,5.650000000,0.094561801,5.450000000,5.850000000,found
angle31_cand9,D,7.208895339,1600826.630909111,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand0,base,3.387821154,6264922.030435771,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand0,A,3.708638789,1098829.224434806,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle32_cand0,B,4.414046366,1323873.239449006,4.400000000,0.014046366,4.200000000,4.600000000,found
angle32_cand0,C,5.744561801,1474126.697477165,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand0,D,7.208895339,1069347.245614310,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand1,base,3.387821154,5423728.349422690,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand1,A,3.830332885,1060643.901664947,3.800000000,0.030332885,3.600000000,4.000000000,found
angle32_cand1,B,4.414046366,1304961.902042832,4.400000000,0.014046366,4.200000000,4.600000000,found
angle32_cand1,C,5.744561801,1563568.771964514,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand1,D,7.208895339,1081857.286865080,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand2,base,3.387821154,4571410.758172774,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand2,A,3.830332885,1141304.496813616,3.800000000,0.030332885,3.600000000,4.000000000,found
angle32_cand2,B,4.414046366,931844.223739295,4.400000000,0.014046366,4.200000000,4.600000000,found
angle32_cand2,C,5.744561801,1223526.397226309,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand2,D,7.208895339,1200183.850075297,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand3,base,3.387821154,4771896.389659137,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand3,A,3.830332885,1113143.563674318,3.800000000,0.030332885,3.600000000,4.000000000,found
angle32_cand3,B,4.414046366,1071813.270149251,4.400000000,0.014046366,4.200000000,4.600000000,found
angle32_cand3,C,5.744561801,1483700.893250853,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand3,D,7.208895339,1104620.968025417,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand4,base,3.387821154,4381590.767924586,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand4,A,3.708638789,1021857.937436430,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle32_cand4,B,4.251381407,738784.808602942,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle32_cand4,C,5.744561801,873325.641100167,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand4,D,7.208895339,1384810.949379095,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand5,base,3.387821154,4155654.862164017,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand5,A,3.708638789,1003993.875678243,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle32_cand5,B,4.251381407,716941.084096504,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle32_cand5,C,5.744561801,1030950.199805725,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand5,D,7.208895339,1276499.908661338,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle32_cand6,base,3.387821154,4082651.195630745,3.380000000,0.007821154,3.180000000,3.580000000,found
angle32_cand6,A,3.708638789,1008326.737569335,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle32_cand6,B,4.251381407,692195.661804387,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle32_cand6,C,5.744561801,1144893.885589773,5.650000000,0.094561801,5.450000000,5.850000000,found
angle32_cand6,D,7.208895339,1162462.330256409,7.300000000,-0.091104661,7.100000000,7.500000000,found
