model_id,target_label,observed_d_A,observed_intensity,target_d_A,delta_d_A,window_min_d_A,window_max_d_A,peak_status
angle27_cand22,base,3.387821154,4946137.860656934,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand22,A,3.960699724,888364.380926189,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand22,B,4.414046366,1137272.847008004,4.400000000,0.014046366,4.200000000,4.600000000,found
angle27_cand22,C,5.744561801,989870.667404285,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand22,D,7.208895339,850329.820264661,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand23,base,3.387821154,6375596.157469178,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand23,A,3.960699724,841618.431418718,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand23,B,4.251381407,1151687.606626948,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand23,C,5.744561801,1205617.410586484,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand23,D,7.208895339,1029301.711790845,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand24,base,3.387821154,6887364.974598555,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand24,A,3.960699724,790987.108173610,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand24,B,4.251381407,1218321.684425271,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand24,C,5.744561801,1038452.128515347,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand24,D,7.208895339,612582.065494068,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand25,base,3.387821154,7341143.049210221,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand25,A,3.960699724,804503.567826809,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand25,B,4.251381407,1130393.550711513,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand25,C,5.744561801,1185370.718316705,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand25,D,7.208895339,693337.912913319,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand26,base,3.387821154,7126391.682148205,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand26,A,3.960699724,803039.812218133,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand26,B,4.251381407,1185649.117380610,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand26,C,5.744561801,1132342.085638538,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand26,D,7.208895339,635045.878870901,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand27,base,3.387821154,7243226.793594322,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand27,A,3.960699724,803418.118191162,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand27,B,4.251381407,1117459.797701818,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand27,C,5.744561801,1189941.790002535,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand27,D,7.208895339,663433.585883768,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand28,base,3.387821154,7259838.959601660,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand28,A,3.960699724,793863.330155542,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand28,B,4.251381407,1121003.176122639,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand28,C,5.744561801,1186236.659255519,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand28,D,7.208895339,640513.023683027,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand29,base,3.387821154,7336739.075928082,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand29,A,3.960699724,771932.294263609,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand29,B,4.251381407,1086335.299822848,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand29,C,5.744561801,1154221.056721474,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand29,D,7.208895339,642783.560899341,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand3,base,3.387821154,5166625.917096191,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand3,A,3.960699724,1140835.351517583,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand3,B,4.251381407,1174220.628504070,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand3,C,5.468247632,836687.917650177,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand3,D,7.208895339,1266405.548870502,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand30,base,3.387821154,7441012.130159413,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand30,A,3.960699724,786194.834907653,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand30,B,4.251381407,1090513.789170218,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand30,C,5.744561801,1192367.857490879,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand30,D,7.208895339,694050.379977192,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand31,base,3.387821154,5890224.026678385,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand31,A,3.960699724,800852.530352791,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand31,B,4.251381407,1059188.755885809,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand31,C,5.744561801,1027253.882227994,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand31,D,7.208895339,885719.563926696,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand32,base,3.387821154,6897096.931319936,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand32,A,3.960699724,873004.051298430,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand32,B,4.251381407,1183608.236144415,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand32,C,5.744561801,1094797.278687929,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand32,D,7.208895339,787603.892705217,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand33,base,3.387821154,7361894.735154809,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand33,A,3.960699724,815816.182192467,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand33,B,4.251381407,1086667.869477118,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand33,C,5.744561801,1182081.284246647,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand33,D,7.208895339,726885.309574562,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand34,base,3.387821154,6428600.826713971,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand34,A,3.960699724,864955.829682635,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand34,B,4.251381407,1142424.202069982,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand34,C,5.744561801,1186569.515860843,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand34,D,7.208895339,1036067.260089642,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand35,base,3.387821154,6982978.558487229,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand35,A,3.708638789,919545.779348455,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle27_cand35,B,4.251381407,1199348.738857414,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand35,C,5.744561801,1024577.200949790,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand35,D,7.208895339,701848.006062526,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand36,base,3.387821154,5538001.922136250,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand36,A,3.960699724,811692.121612238,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand36,B,4.251381407,1028075.614465403,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand36,C,5.744561801,971649.791737528,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand36,D,7.208895339,897924.956082147,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand37,base,3.387821154,7556715.775280508,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand37,A,3.960699724,930240.407330557,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand37,B,4.251381407,1082849.986651083,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand37,C,5.744561801,1389848.456708647,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand37,D,7.208895339,921755.277532864,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand4,base,3.387821154,5131074.723778275,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand4,A,3.960699724,1120536.298827639,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand4,B,4.251381407,1183970.010667454,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand4,C,5.468247632,820811.165984078,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand4,D,7.208895339,1309014.814435294,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand5,base,3.387821154,4069155.367398619,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand5,A,3.960699724,886813.944609922,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand5,B,4.414046366,1028973.260753220,4.400000000,0.014046366,4.200000000,4.600000000,found
angle27_cand5,C,5.468247632,920103.445635368,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand5,D,7.208895339,1219716.141102148,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand6,base,3.387821154,3686107.166156534,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand6,A,3.960699724,808886.937938398,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand6,B,4.414046366,979435.366495139,4.400000000,0.014046366,4.200000000,4.600000000,found
angle27_cand6,C,5.468247632,966695.153107785,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand6,D,7.208895339,1177073.240476016,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand7,base,3.387821154,3633593.965922344,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand7,A,3.960699724,671904.697465225,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand7,B,4.414046366,928871.708821043,4.400000000,0.014046366,4.200000000,4.600000000,found
angle27_cand7,C,5.468247632,1045097.083131767,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand7,D,7.208895339,989744.558384756,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand8,base,3.387821154,4457274.874458835,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand8,A,3.960699724,862840.997440353,3.800000000,0.160699724,3.600000000,4.000000000,found
angle27_cand8,B,4.414046366,1211048.721627870,4.400000000,0.014046366,4.200000000,4.600000000,found
angle27_cand8,C,5.744561801,1011396.222626159,5.650000000,0.094561801,5.450000000,5.850000000,found
angle27_cand8,D,7.208895339,940029.693806673,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle27_cand9,base,3.387821154,5176473.506794914,3.380000000,0.007821154,3.180000000,3.580000000,found
angle27_cand9,A,3.708638789,706399.260367221,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle27_cand9,B,4.251381407,1000558.911382105,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle27_cand9,C,5.468247632,963708.645385327,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle27_cand9,D,7.208895339,954307.903610641,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand0,base,3.387821154,5595448.907340798,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand0,A,3.960699724,1112190.775388261,3.800000000,0.160699724,3.600000000,4.000000000,found
angle28_cand0,B,4.414046366,1462494.848007556,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand0,C,5.468247632,1184651.442959569,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand0,D,7.208895339,711178.688009323,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand1,base,3.387821154,6330234.627404901,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand1,A,3.960699724,1243255.928156272,3.800000000,0.160699724,3.600000000,4.000000000,found
angle28_cand1,B,4.414046366,1482502.723538395,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand1,C,5.468247632,1033019.487500091,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand1,D,7.208895339,772509.006238022,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand10,base,3.387821154,5328332.691464490,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand10,A,3.830332885,855028.984452460,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand10,B,4.251381407,1046920.165087153,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand10,C,5.468247632,987628.533235304,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand10,D,7.208895339,649004.941344514,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand11,base,3.387821154,5623201.515992870,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand11,A,3.830332885,809130.963369628,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand11,B,4.251381407,1087452.948152677,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand11,C,5.468247632,921258.120946707,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand11,D,7.208895339,604500.741921983,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand12,base,3.387821154,4956606.930910925,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand12,A,3.830332885,911113.767009391,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand12,B,4.251381407,981951.454193209,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand12,C,5.468247632,1073969.231912570,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand12,D,7.208895339,681550.899296541,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand13,base,3.387821154,6062850.783663558,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand13,A,3.830332885,765633.142854199,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand13,B,4.251381407,1137934.181615985,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand13,C,5.468247632,814107.762152947,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand13,D,7.208895339,557513.012602362,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand14,base,3.387821154,3909499.265583313,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand14,A,3.830332885,1069977.093973969,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand14,B,4.590147189,698296.601475584,4.400000000,0.190147189,4.200000000,4.600000000,found
angle28_cand14,C,5.468247632,1204690.375752354,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand14,D,7.208895339,1047585.662575861,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand15,base,3.387821154,4874325.064284076,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand15,A,3.830332885,914129.965407191,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand15,B,4.251381407,971951.403278299,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand15,C,5.468247632,1089525.742391102,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand15,D,7.208895339,670000.523919666,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand16,base,3.387821154,6292981.086997035,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand16,A,3.708638789,789367.480695980,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle28_cand16,B,4.414046366,1084252.725152359,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand16,C,5.744561801,827501.189584519,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand16,D,7.208895339,643645.137810753,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand17,base,3.387821154,6390735.272061720,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand17,A,3.830332885,748179.990053548,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand17,B,4.251381407,1079133.649845709,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand17,C,5.744561801,792332.682193419,5.650000000,0.094561801,5.450000000,5.850000000,found
angle28_cand17,D,7.208895339,591382.971932877,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand18,base,3.387821154,4067845.158739486,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand18,A,3.830332885,1026939.331240294,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand18,B,4.414046366,652093.447996470,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand18,C,5.468247632,1217437.741373505,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand18,D,7.208895339,1099740.559411272,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand19,base,3.387821154,5662343.267699948,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand19,A,3.708638789,839541.555742010,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle28_cand19,B,4.251381407,887884.293581533,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand19,C,5.468247632,1170411.080665417,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand19,D,7.208895339,1244422.702299518,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand2,base,3.387821154,5501344.086816880,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand2,A,3.960699724,1087932.202759620,3.800000000,0.160699724,3.600000000,4.000000000,found
angle28_cand2,B,4.414046366,1474815.838553545,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand2,C,5.468247632,1198325.223701168,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand2,D,7.208895339,699979.020102131,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand20,base,3.387821154,5797874.162652594,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand20,A,3.708638789,825943.866503602,3.800000000,-0.091361211,3.600000000,4.000000000,found
angle28_cand20,B,4.251381407,862761.339256507,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand20,C,5.468247632,1172539.215890473,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand20,D,7.208895339,1214528.758449052,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand21,base,3.387821154,5981718.150236488,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand21,A,3.830332885,788292.975653040,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand21,B,4.251381407,1002030.421305720,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand21,C,5.468247632,912061.725953782,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand21,D,7.208895339,662427.653646484,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand22,base,3.387821154,5383030.649544152,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand22,A,3.830332885,846192.767387501,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand22,B,4.414046366,1027906.449738255,4.400000000,0.014046366,4.200000000,4.600000000,found
angle28_cand22,C,5.468247632,1006929.372117756,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand22,D,7.208895339,689065.553203128,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand23,base,3.387821154,6483109.548631829,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand23,A,3.830332885,758699.580606626,3.800000000,0.030332885,3.600000000,4.000000000,found
angle28_cand23,B,4.251381407,1018778.909033021,4.400000000,-0.148618593,4.200000000,4.600000000,found
angle28_cand23,C,5.468247632,798627.760569200,5.650000000,-0.181752368,5.450000000,5.850000000,found
angle28_cand23,D,7.208895339,620044.947869967,7.300000000,-0.091104661,7.100000000,7.500000000,found
angle28_cand24,base,3.387821154,6775920.708443655,3.380000000,0.007821154,3.180000000,3.580000000,found
angle28_cand24,A,3.708638789,806967.523121250,3.800000000,-0.091361211,3.600000000,4.000000000,found
