model_id,twist_deg,rise_A,model_status,diffraction_status,diffraction_file,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,base_rmsd,helical_rmsd,combined_rmsd,notes,angle_deg,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count
angle28_cand9,28,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,28,cand9,inputs/asem_sidechains_20260625/raw/28/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand9_radial.csv,True,33,100,2,4,1,180,8
angle29_cand0,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand0,inputs/asem_sidechains_20260625/raw/29/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand0_radial.csv,True,33,100,2,4,1,180,8
angle29_cand1,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand1,inputs/asem_sidechains_20260625/raw/29/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand1_radial.csv,True,33,100,2,4,1,180,8
angle29_cand10,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand10,inputs/asem_sidechains_20260625/raw/29/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand10_radial.csv,True,33,100,2,4,1,180,8
angle29_cand11,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand11,inputs/asem_sidechains_20260625/raw/29/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand11_radial.csv,True,33,100,2,4,1,180,8
angle29_cand12,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand12,inputs/asem_sidechains_20260625/raw/29/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand12_radial.csv,True,33,100,2,4,1,180,8
angle29_cand13,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand13,inputs/asem_sidechains_20260625/raw/29/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand13_radial.csv,True,33,100,2,4,1,180,8
angle29_cand14,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand14,inputs/asem_sidechains_20260625/raw/29/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand14_radial.csv,True,33,100,2,4,1,180,8
angle29_cand2,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand2,inputs/asem_sidechains_20260625/raw/29/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand2_radial.csv,True,33,100,2,4,1,180,8
angle29_cand3,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand3,inputs/asem_sidechains_20260625/raw/29/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand3_radial.csv,True,33,100,2,4,1,180,8
angle29_cand4,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand4,inputs/asem_sidechains_20260625/raw/29/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand4_radial.csv,True,33,100,2,4,1,180,8
angle29_cand5,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand5,inputs/asem_sidechains_20260625/raw/29/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand5_radial.csv,True,33,100,2,4,1,180,8
angle29_cand6,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand6,inputs/asem_sidechains_20260625/raw/29/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand6_radial.csv,True,33,100,2,4,1,180,8
angle29_cand7,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,29,cand7,inputs/asem_sidechains_20260625/raw/29/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand7_radial.csv,True,33,100,2,4,1,180,8
angle29_cand8,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand8,inputs/asem_sidechains_20260625/raw/29/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand8_radial.csv,True,33,100,2,4,1,180,8
angle29_cand9,29,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.251381407,5.468247632,7.208895339,0.007821154,0.126828184,0.113492487,,29,cand9,inputs/asem_sidechains_20260625/raw/29/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand9_radial.csv,True,33,100,2,4,1,180,8
angle30_cand0,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,30,cand0,inputs/asem_sidechains_20260625/raw/30/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand0_radial.csv,True,33,100,2,4,1,180,8
angle30_cand1,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,30,cand1,inputs/asem_sidechains_20260625/raw/30/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand1_radial.csv,True,33,100,2,4,1,180,8
angle30_cand10,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand10,inputs/asem_sidechains_20260625/raw/30/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand10_radial.csv,True,33,100,2,4,1,180,8
angle30_cand11,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand11,inputs/asem_sidechains_20260625/raw/30/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand11_radial.csv,True,33,100,2,4,1,180,8
angle30_cand2,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,30,cand2,inputs/asem_sidechains_20260625/raw/30/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand2.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand2_radial.csv,True,33,100,2,4,1,180,8
angle30_cand3,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,30,cand3,inputs/asem_sidechains_20260625/raw/30/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand3.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand3_radial.csv,True,33,100,2,4,1,180,8
angle30_cand4,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand4,inputs/asem_sidechains_20260625/raw/30/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand4.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand4_radial.csv,True,33,100,2,4,1,180,8
angle30_cand5,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand5,inputs/asem_sidechains_20260625/raw/30/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand5.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand5_radial.csv,True,33,100,2,4,1,180,8
angle30_cand6,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand6,inputs/asem_sidechains_20260625/raw/30/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand6.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand6_radial.csv,True,33,100,2,4,1,180,8
angle30_cand7,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand7,inputs/asem_sidechains_20260625/raw/30/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand7.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand7_radial.csv,True,33,100,2,4,1,180,8
angle30_cand8,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand8,inputs/asem_sidechains_20260625/raw/30/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand8.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand8_radial.csv,True,33,100,2,4,1,180,8
angle30_cand9,30,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,30,cand9,inputs/asem_sidechains_20260625/raw/30/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand9.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand9_radial.csv,True,33,100,2,4,1,180,8
angle31_cand0,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,31,cand0,inputs/asem_sidechains_20260625/raw/31/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand0.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand0_radial.csv,True,33,100,2,4,1,180,8
angle31_cand1,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,31,cand1,inputs/asem_sidechains_20260625/raw/31/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand1.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand1_radial.csv,True,33,100,2,4,1,180,8
angle31_cand10,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,31,cand10,inputs/asem_sidechains_20260625/raw/31/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand10.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand10_radial.csv,True,33,100,2,4,1,180,8
angle31_cand11,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,31,cand11,inputs/asem_sidechains_20260625/raw/31/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand11.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand11_radial.csv,True,33,100,2,4,1,180,8
angle31_cand12,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,31,cand12,inputs/asem_sidechains_20260625/raw/31/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand12.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand12_radial.csv,True,33,100,2,4,1,180,8
angle31_cand13,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.744561801,7.208895339,0.007821154,0.067748391,0.060696867,,31,cand13,inputs/asem_sidechains_20260625/raw/31/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand13.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand13_radial.csv,True,33,100,2,4,1,180,8
angle31_cand14,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,31,cand14,inputs/asem_sidechains_20260625/raw/31/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand14.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand14_radial.csv,True,33,100,2,4,1,180,8
angle31_cand15,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,31,cand15,inputs/asem_sidechains_20260625/raw/31/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand15.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand15_radial.csv,True,33,100,2,4,1,180,8
angle31_cand16,31,3.4,complete,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.npy,scored,5,5,0,1.000000000,3.387821154,3.830332885,4.414046366,5.468247632,7.208895339,0.007821154,0.103018647,0.092209042,,31,cand16,inputs/asem_sidechains_20260625/raw/31/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle31_cand16.xyz,2310,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle31_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle31_cand16_radial.csv,True,33,100,2,4,1,180,8
