model_id,target_label,observed_d_A,observed_intensity,target_d_A,delta_d_A,window_min_d_A,window_max_d_A,peak_status
angle28_cand27,A,3.927245421,3495533.135108139,3.800000000,0.127245421,3.600000000,4.000000000,found
angle28_cand27,B,4.290872040,4084197.181113086,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle28_cand27,C,5.534749550,9667682.632136468,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle28_cand27,D,7.326059938,2999723.545754840,7.300000000,0.026059938,7.100000000,7.500000000,found
angle28_cand28,base,3.363705721,16912829.365855359,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle28_cand28,A,3.927245421,3614512.130534918,3.800000000,0.127245421,3.600000000,4.000000000,found
angle28_cand28,B,4.290872040,3976033.768737466,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle28_cand28,C,5.534749550,9812387.789693857,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle28_cand28,D,7.326059938,3232834.027646984,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand0,base,3.363705721,11474760.424164049,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand0,A,3.927245421,4764745.135638592,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand0,B,4.544773274,4715908.344789528,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand0,C,5.818157834,9992662.956488438,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand0,D,7.326059938,5449469.765203931,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand1,base,3.363705721,11648801.551379465,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand1,A,3.927245421,4670168.650635289,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand1,B,4.544773274,4582362.204677268,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand1,C,5.818157834,10269988.517250203,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand1,D,7.326059938,5347146.538180233,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand11,base,3.363705721,13518889.386059131,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand11,A,3.927245421,3877397.602288258,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand11,B,4.544773274,4731042.960842428,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand11,C,5.534749550,11798250.823669368,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand11,D,7.326059938,6319792.065166603,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand12,base,3.363705721,13717531.672389187,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand12,A,3.927245421,3840116.219471850,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand12,B,4.544773274,4710151.602392893,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand12,C,5.534749550,11847326.152523046,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle29_cand12,D,7.326059938,6145165.748525033,7.300000000,0.026059938,7.100000000,7.500000000,found
angle29_cand2,base,3.363705721,13545222.454531604,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle29_cand2,A,3.927245421,4770878.439667848,3.800000000,0.127245421,3.600000000,4.000000000,found
angle29_cand2,B,4.544773274,4658686.183966022,4.400000000,0.144773274,4.200000000,4.600000000,found
angle29_cand2,C,5.818157834,9456724.893756356,5.650000000,0.168157834,5.450000000,5.850000000,found
angle29_cand2,D,7.326059938,5399008.908583695,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand0,base,3.363705721,14672611.726286480,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand0,A,3.927245421,5783154.321523478,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand0,B,4.544773274,4545153.740482963,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand0,C,5.818157834,9399600.112798300,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand0,D,7.326059938,4903091.958430055,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand1,base,3.363705721,12371174.824950812,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand1,A,3.927245421,5223644.706773900,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand1,B,4.544773274,4516154.025332267,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand1,C,5.818157834,10051218.419111952,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand1,D,7.326059938,4880416.399274521,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand10,base,3.363705721,12336773.469297474,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand10,A,3.738296311,5410134.340496407,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle30_cand10,B,4.544773274,4466296.220342989,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand10,C,5.534749550,8710602.377952166,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle30_cand10,D,7.326059938,7308122.035962692,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand2,base,3.363705721,12180463.211389292,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand2,A,3.927245421,5179470.832364484,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand2,B,4.544773274,4495559.790391442,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand2,C,5.818157834,10214679.097551066,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand2,D,7.326059938,4848808.101101310,7.300000000,0.026059938,7.100000000,7.500000000,found
angle30_cand3,base,3.363705721,12582280.235473644,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle30_cand3,A,3.927245421,5346751.759683555,3.800000000,0.127245421,3.600000000,4.000000000,found
angle30_cand3,B,4.544773274,4581202.439124774,4.400000000,0.144773274,4.200000000,4.600000000,found
angle30_cand3,C,5.818157834,9718532.409594230,5.650000000,0.168157834,5.450000000,5.850000000,found
angle30_cand3,D,7.326059938,5010439.070633471,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand0,base,3.363705721,11775284.196178647,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand0,A,3.738296311,4220533.190794155,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand0,B,4.544773274,5084936.124832156,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand0,C,5.818157834,8846517.194029450,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand0,D,7.326059938,3945148.929686289,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand1,base,3.363705721,13187917.376964096,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand1,A,3.738296311,4435858.458382421,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand1,B,4.544773274,4961888.794726097,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand1,C,5.818157834,8659045.679060599,5.650000000,0.168157834,5.450000000,5.850000000,found
angle31_cand1,D,7.326059938,3791404.467538542,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand10,base,3.363705721,9448850.207675584,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand10,A,3.738296311,4400035.304165453,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand10,B,4.544773274,4581427.910273147,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand10,C,5.534749550,7983809.414635543,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand10,D,7.326059938,4410601.020158116,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand12,base,3.363705721,9686713.572677655,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand12,A,3.738296311,4776905.466907005,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand12,B,4.544773274,4520593.204077463,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand12,C,5.534749550,7700961.998836983,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand12,D,7.326059938,4695932.609660185,7.300000000,0.026059938,7.100000000,7.500000000,found
angle31_cand13,base,3.363705721,9363367.165598636,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle31_cand13,A,3.738296311,4966145.647066376,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle31_cand13,B,4.544773274,4202902.218924827,4.400000000,0.144773274,4.200000000,4.600000000,found
angle31_cand13,C,5.534749550,8013126.644247192,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle31_cand13,D,7.326059938,4066710.636531316,7.300000000,0.026059938,7.100000000,7.500000000,found
angle32_cand0,base,3.363705721,14427871.685504427,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle32_cand0,A,3.738296311,4422480.772951809,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle32_cand0,B,4.544773274,4724754.360865849,4.400000000,0.144773274,4.200000000,4.600000000,found
angle32_cand0,C,5.534749550,7189057.528605189,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle32_cand0,D,7.326059938,3250806.821491169,7.300000000,0.026059938,7.100000000,7.500000000,found
angle32_cand1,base,3.363705721,12245969.867840666,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle32_cand1,A,3.738296311,4296145.484429661,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle32_cand1,B,4.544773274,4721154.026482310,4.400000000,0.144773274,4.200000000,4.600000000,found
angle32_cand1,C,5.534749550,7447516.099502467,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle32_cand1,D,7.326059938,3290400.247477870,7.300000000,0.026059938,7.100000000,7.500000000,found
angle32_cand2,base,3.363705721,10216472.303432746,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle32_cand2,A,3.738296311,4388704.006332246,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle32_cand2,B,4.290872040,4223789.595434709,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle32_cand2,C,5.534749550,6482820.320796452,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle32_cand2,D,7.326059938,4161036.467240843,7.300000000,0.026059938,7.100000000,7.500000000,found
angle32_cand3,base,3.363705721,10748525.062970625,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle32_cand3,A,3.738296311,4485726.365565586,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle32_cand3,B,4.544773274,4241629.543688258,4.400000000,0.144773274,4.200000000,4.600000000,found
angle32_cand3,C,5.534749550,7304704.373035439,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle32_cand3,D,7.326059938,3434563.706929143,7.300000000,0.026059938,7.100000000,7.500000000,found
angle32_cand4,base,3.363705721,9454393.384034367,3.380000000,-0.016294279,3.180000000,3.580000000,found
angle32_cand4,A,3.738296311,4489790.907600048,3.800000000,-0.061703689,3.600000000,4.000000000,found
angle32_cand4,B,4.290872040,4169848.112973208,4.400000000,-0.109127960,4.200000000,4.600000000,found
angle32_cand4,C,5.534749550,5237726.216277555,5.650000000,-0.115250450,5.450000000,5.850000000,found
angle32_cand4,D,7.326059938,5003831.170012459,7.300000000,0.026059938,7.100000000,7.500000000,found
