q_Ainv,d_A,intensity
1.030000,6.100180,1728.028495
1.040000,6.041524,1855.560502
1.050000,5.983986,1973.115488
1.060000,5.927533,2070.018081
1.070000,5.872136,2137.952873
1.080000,5.817764,2171.710593
1.090000,5.764390,2169.527565
1.100000,5.711987,2133.002911
1.110000,5.660527,2066.636361
1.120000,5.609987,1977.077237
1.130000,5.560341,1872.205653
1.140000,5.511566,1760.177115
1.150000,5.463639,1648.552134
1.160000,5.416539,1543.606706
1.170000,5.370244,1449.883530
1.180000,5.324733,1370.004356
1.190000,5.279988,1304.727271
1.200000,5.235988,1253.204115
1.210000,5.192715,1213.375434
1.220000,5.150152,1182.434261
1.230000,5.108281,1157.294056
1.240000,5.067085,1135.007757
1.250000,5.026548,1113.100576
1.260000,4.986655,1089.795649
1.270000,4.947390,1064.126466
1.280000,4.908739,1035.941642
1.290000,4.870686,1005.815874
1.300000,4.833219,974.886356
1.310000,4.796325,944.637503
1.320000,4.759989,916.659358
1.330000,4.724199,892.406804
1.340000,4.688944,872.987266
1.350000,4.654211,859.003044
1.360000,4.619989,850.469686
1.370000,4.586267,846.823325
1.380000,4.553033,847.017851
1.390000,4.520277,849.698740
1.400000,4.487990,853.426647
1.410000,4.456160,856.913592
1.420000,4.424778,859.230355
1.430000,4.393836,859.947349
1.440000,4.363323,859.182666
1.450000,4.333231,857.548339
1.460000,4.303552,856.005635
1.470000,4.274276,855.658066
1.480000,4.245395,857.522726
1.490000,4.216903,862.323757
1.500000,4.188790,870.345492
1.510000,4.161050,881.368734
1.520000,4.133675,894.695161
1.530000,4.106657,909.246483
1.540000,4.079990,923.711131
1.550000,4.053668,936.704830
1.560000,4.027683,946.913599
1.570000,4.002029,953.197114
1.580000,3.976700,954.644081
1.590000,3.951689,950.585225
1.600000,3.926991,940.579929
1.610000,3.902600,924.397006
1.620000,3.878509,902.007564
1.630000,3.854715,873.599877
1.640000,3.831211,839.615132
1.650000,3.807991,800.792280
1.660000,3.785051,758.203173
1.670000,3.762386,713.257651
1.680000,3.739991,667.662656
1.690000,3.717861,623.328766
1.700000,3.695991,582.229159
1.710000,3.674377,546.227186
1.720000,3.653015,516.896646
1.730000,3.631899,495.361807
1.740000,3.611026,482.181569
1.750000,3.590392,477.294823
1.760000,3.569992,480.033721
1.770000,3.549822,489.200642
1.780000,3.529879,503.195367
1.790000,3.510159,520.173080
1.800000,3.490659,538.212095
1.810000,3.471373,555.472468
1.820000,3.452300,570.331747
1.830000,3.433435,581.490425
1.840000,3.414775,588.045467
1.850000,3.396316,589.534093
1.860000,3.378057,585.951208
1.870000,3.359992,577.742620
1.880000,3.342120,565.773446
1.890000,3.324437,551.268523
1.900000,3.306940,535.720745
1.910000,3.289626,520.765310
1.920000,3.272492,508.023213
1.930000,3.255536,498.925079
1.940000,3.238755,494.534922
1.950000,3.222146,495.399925
1.960000,3.205707,501.454500
1.970000,3.189434,512.002903
1.980000,3.173326,525.794057
1.990000,3.157380,541.186511
2.000000,3.141593,556.383433
2.010000,3.125963,569.701354
2.020000,3.110488,579.826081
2.030000,3.095165,586.008000
2.040000,3.079993,588.158005
2.050000,3.064968,586.823395
2.060000,3.050090,583.046782
2.070000,3.035355,578.135120
2.080000,3.020762,573.385111
2.090000,3.006309,569.820747
2.100000,2.991993,567.996307
2.110000,2.977813,567.904108
2.120000,2.963767,569.003778
2.130000,2.949852,570.363958
2.140000,2.936068,570.883916
2.150000,2.922412,569.546806
2.160000,2.908882,565.651463
2.170000,2.895477,558.976274
2.180000,2.882195,549.844761
2.190000,2.869034,539.083991
2.200000,2.855993,527.888715
2.210000,2.843070,517.621568
2.220000,2.830264,509.589485
2.230000,2.817572,504.837382
2.240000,2.804993,503.993075
2.250000,2.792527,507.184776
2.260000,2.780170,514.037735
2.270000,2.767923,523.742785
2.280000,2.755783,535.179293
2.290000,2.743749,547.069367
2.300000,2.731820,558.139182
2.310000,2.719994,567.265965
2.320000,2.708270,573.594170
2.330000,2.696646,576.610278
2.340000,2.685122,576.171569
2.350000,2.673696,572.489538
2.360000,2.662367,566.073290
2.370000,2.651133,557.642180
2.380000,2.639994,548.020105
2.390000,2.628948,538.025938
2.400000,2.617994,528.375078
2.410000,2.607131,519.605698
2.420000,2.596358,512.039620
2.430000,2.585673,505.782272
2.440000,2.575076,500.759507
2.450000,2.564565,496.782518
2.460000,2.554140,493.626904
2.470000,2.543800,491.109410
2.480000,2.533542,489.146642
2.490000,2.523368,487.784067
2.500000,2.513274,487.190157
