q_Ainv,d_A,intensity
1.310000,4.796325,1583.032604
1.320000,4.759989,1617.842078
1.330000,4.724199,1658.643436
1.340000,4.688944,1705.753813
1.350000,4.654211,1760.225279
1.360000,4.619989,1822.617998
1.370000,4.586267,1891.818761
1.380000,4.553033,1964.254444
1.390000,4.520277,2033.765683
1.400000,4.487990,2092.248565
1.410000,4.456160,2130.979264
1.420000,4.424778,2142.355602
1.430000,4.393836,2121.666367
1.440000,4.363323,2068.466198
1.450000,4.333231,1987.202081
1.460000,4.303552,1886.893496
1.470000,4.274276,1779.877067
1.480000,4.245395,1679.839864
1.490000,4.216903,1599.532941
1.500000,4.188790,1548.638161
1.510000,4.161050,1532.236163
1.520000,4.133675,1550.195701
1.530000,4.106657,1597.602430
1.540000,4.079990,1666.114130
1.550000,4.053668,1745.921967
1.560000,4.027683,1827.861408
1.570000,4.002029,1905.183875
1.580000,3.976700,1974.579860
1.590000,3.951689,2036.219717
1.600000,3.926991,2092.811447
1.610000,3.902600,2147.913978
1.620000,3.878509,2203.935627
1.630000,3.854715,2260.346293
1.640000,3.831211,2312.613029
1.650000,3.807991,2352.231671
1.660000,3.785051,2367.997103
1.670000,3.762386,2348.377261
1.680000,3.739991,2284.588310
1.690000,3.717861,2173.767969
1.700000,3.695991,2021.556246
1.710000,3.674377,1843.442199
1.720000,3.653015,1664.419336
1.730000,3.631899,1516.781429
1.740000,3.611026,1436.233362
1.750000,3.590392,1456.824346
1.760000,3.569992,1605.469114
1.770000,3.549822,1896.954555
1.780000,3.529879,2330.304908
1.790000,3.510159,2887.197059
1.800000,3.490659,3532.806879
1.810000,3.471373,4219.080412
1.820000,3.452300,4890.027544
1.830000,3.433435,5488.300193
1.840000,3.414775,5962.101131
1.850000,3.396316,6271.410996
1.860000,3.378057,6392.629171
1.870000,3.359992,6320.978972
1.880000,3.342120,6070.383301
1.890000,3.324437,5670.911466
1.900000,3.306940,5164.263964
1.910000,3.289626,4598.039472
1.920000,3.272492,4019.674600
1.930000,3.255536,3470.943673
1.940000,3.238755,2983.761134
1.950000,3.222146,2577.774944
1.960000,3.205707,2259.924249
1.970000,3.189434,2025.815040
1.980000,3.173326,1862.496913
1.990000,3.157380,1752.044267
2.000000,3.141593,1675.279650
2.010000,3.125963,1615.027664
2.020000,3.110488,1558.436752
2.030000,3.095165,1498.119308
2.040000,3.079993,1432.095190
2.050000,3.064968,1362.736434
2.060000,3.050090,1295.065571
2.070000,3.035355,1234.833522
2.080000,3.020762,1186.789434
2.090000,3.006309,1153.464427
2.100000,2.991993,1134.648585
2.110000,2.977813,1127.577961
2.120000,2.963767,1127.699951
2.130000,2.949852,1129.779488
2.140000,2.936068,1129.062869
2.150000,2.922412,1122.234557
2.160000,2.908882,1107.975257
2.170000,2.895477,1087.036603
2.180000,2.882195,1061.862702
2.190000,2.869034,1035.885971
2.200000,2.855993,1012.684332
2.210000,2.843070,995.199054
2.220000,2.830264,985.178976
2.230000,2.817572,982.949100
2.240000,2.804993,987.518260
2.250000,2.792527,996.962064
2.260000,2.780170,1008.961315
2.270000,2.767923,1021.353319
2.280000,2.755783,1032.566174
2.290000,2.743749,1041.847841
2.300000,2.731820,1049.260033
2.310000,2.719994,1055.466492
2.320000,2.708270,1061.391800
2.330000,2.696646,1067.850900
2.340000,2.685122,1075.247385
2.350000,2.673696,1083.413399
2.360000,2.662367,1091.623741
2.370000,2.651133,1098.772368
2.380000,2.639994,1103.661540
2.390000,2.628948,1105.330618
2.400000,2.617994,1103.346781
2.410000,2.607131,1097.993104
2.420000,2.596358,1090.315806
2.430000,2.585673,1082.024917
2.440000,2.575076,1075.273455
2.450000,2.564565,1072.362855
2.460000,2.554140,1075.432945
2.470000,2.543800,1086.192198
2.480000,2.533542,1105.730347
2.490000,2.523368,1134.434923
2.500000,2.513274,1172.010961
