q_Ainv,d_A,intensity
1.570000,4.002029,891.300137
1.580000,3.976700,875.533497
1.590000,3.951689,852.998170
1.600000,3.926991,831.551989
1.610000,3.902600,819.354676
1.620000,3.878509,822.737916
1.630000,3.854715,844.315328
1.640000,3.831211,881.817674
1.650000,3.807991,928.016934
1.660000,3.785051,971.889119
1.670000,3.762386,1000.900821
1.680000,3.739991,1004.042657
1.690000,3.717861,975.030620
1.700000,3.695991,915.001115
1.710000,3.674377,834.063955
1.720000,3.653015,751.250437
1.730000,3.631899,692.673400
1.740000,3.611026,688.052438
1.750000,3.590392,766.085927
1.760000,3.569992,949.407148
1.770000,3.549822,1249.991184
1.780000,3.529879,1665.852405
1.790000,3.510159,2179.688582
1.800000,3.490659,2759.816690
1.810000,3.471373,3363.362008
1.820000,3.452300,3941.275475
1.830000,3.433435,4444.435368
1.840000,3.414775,4829.896709
1.850000,3.396316,5066.320837
1.860000,3.378057,5137.753423
1.870000,3.359992,5045.196543
1.880000,3.342120,4805.787986
1.890000,3.324437,4449.792171
1.900000,3.306940,4015.952275
1.910000,3.289626,3545.993074
1.920000,3.272492,3079.160359
1.930000,3.255536,2647.624537
1.940000,3.238755,2273.380881
1.950000,3.222146,1966.988268
1.960000,3.205707,1728.158956
1.970000,3.189434,1547.904682
1.980000,3.173326,1411.712102
1.990000,3.157380,1303.099414
2.000000,3.141593,1206.909073
2.010000,3.125963,1111.808254
2.020000,3.110488,1011.668360
2.030000,3.095165,905.733636
2.040000,3.079993,797.719273
2.050000,3.064968,694.159325
2.060000,3.050090,602.425583
2.070000,3.035355,528.848904
2.080000,3.020762,477.301733
2.090000,3.006309,448.466911
2.100000,2.991993,439.855680
2.110000,2.977813,446.481585
2.120000,2.963767,461.976791
2.130000,2.949852,479.873245
2.140000,2.936068,494.769861
2.150000,2.922412,503.162119
2.160000,2.908882,503.804866
2.170000,2.895477,497.589449
2.180000,2.882195,487.018086
2.190000,2.869034,475.431753
2.200000,2.855993,466.180398
2.210000,2.843070,461.913787
2.220000,2.830264,464.124294
2.230000,2.817572,473.003458
2.240000,2.804993,487.599184
2.250000,2.792527,506.196833
2.260000,2.780170,526.807659
2.270000,2.767923,547.638326
2.280000,2.755783,567.434807
2.290000,2.743749,585.635443
2.300000,2.731820,602.320088
2.310000,2.719994,617.992308
2.320000,2.708270,633.268385
2.330000,2.696646,648.563160
2.340000,2.685122,663.856543
2.350000,2.673696,678.598851
2.360000,2.662367,691.775588
2.370000,2.651133,702.112091
2.380000,2.639994,708.365332
2.390000,2.628948,709.631077
2.400000,2.617994,705.593284
2.410000,2.607131,696.658198
2.420000,2.596358,683.943665
2.430000,2.585673,669.127633
2.440000,2.575076,654.190666
2.450000,2.564565,641.108885
2.460000,2.554140,631.561531
2.470000,2.543800,626.710511
2.480000,2.533542,627.090156
2.490000,2.523368,632.619028
2.500000,2.513274,642.718492
