model_id,angle_deg,twist_deg,rise_A,candidate_id,source_pdb,xyz_file,xyz_atom_count,diffraction_status,diffraction_file,diffraction_png,diffraction_json,radial_csv,radial_csv_exists,model_status,smoke_grid_size,smoke_grid_limit_mm,smoke_theta_count,smoke_phi_count,smoke_psi_count,smoke_theta_max,smoke_orientation_count,notes
angle28_cand14,28,28,3.4,cand14,inputs/asem_sidechains_20260625/raw/28/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand14.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand14_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand15,28,28,3.4,cand15,inputs/asem_sidechains_20260625/raw/28/cand15/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand15.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand15.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand15_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand16,28,28,3.4,cand16,inputs/asem_sidechains_20260625/raw/28/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand16.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand16.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand16_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand17,28,28,3.4,cand17,inputs/asem_sidechains_20260625/raw/28/cand17/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand17.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand17.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand17_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand18,28,28,3.4,cand18,inputs/asem_sidechains_20260625/raw/28/cand18/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand18.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand18.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand18_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand19,28,28,3.4,cand19,inputs/asem_sidechains_20260625/raw/28/cand19/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand19.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand19.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand19_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand2,28,28,3.4,cand2,inputs/asem_sidechains_20260625/raw/28/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand2.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand2_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand20,28,28,3.4,cand20,inputs/asem_sidechains_20260625/raw/28/cand20/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand20.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand20.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand20_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand21,28,28,3.4,cand21,inputs/asem_sidechains_20260625/raw/28/cand21/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand21.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand21.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand21_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand22,28,28,3.4,cand22,inputs/asem_sidechains_20260625/raw/28/cand22/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand22.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand22.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand22_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand23,28,28,3.4,cand23,inputs/asem_sidechains_20260625/raw/28/cand23/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand23.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand23.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand23_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand24,28,28,3.4,cand24,inputs/asem_sidechains_20260625/raw/28/cand24/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand24.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand24.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand24_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand25,28,28,3.4,cand25,inputs/asem_sidechains_20260625/raw/28/cand25/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand25.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand25.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand25_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand26,28,28,3.4,cand26,inputs/asem_sidechains_20260625/raw/28/cand26/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand26.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand26.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand26_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand27,28,28,3.4,cand27,inputs/asem_sidechains_20260625/raw/28/cand27/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand27.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand27.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand27_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand28,28,28,3.4,cand28,inputs/asem_sidechains_20260625/raw/28/cand28/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand28.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand28.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand28_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand29,28,28,3.4,cand29,inputs/asem_sidechains_20260625/raw/28/cand29/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand29.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand29.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand29_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand3,28,28,3.4,cand3,inputs/asem_sidechains_20260625/raw/28/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand3.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand3_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand4,28,28,3.4,cand4,inputs/asem_sidechains_20260625/raw/28/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand4.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand4_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand5,28,28,3.4,cand5,inputs/asem_sidechains_20260625/raw/28/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand5.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand5_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand6,28,28,3.4,cand6,inputs/asem_sidechains_20260625/raw/28/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand6.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand6_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand7,28,28,3.4,cand7,inputs/asem_sidechains_20260625/raw/28/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand7.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand7_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand8,28,28,3.4,cand8,inputs/asem_sidechains_20260625/raw/28/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand8.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand8_radial.csv,True,complete,33,100,2,4,1,180,8,
angle28_cand9,28,28,3.4,cand9,inputs/asem_sidechains_20260625/raw/28/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle28_cand9.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle28_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle28_cand9_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand0,29,29,3.4,cand0,inputs/asem_sidechains_20260625/raw/29/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand0.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand0_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand1,29,29,3.4,cand1,inputs/asem_sidechains_20260625/raw/29/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand1.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand1_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand10,29,29,3.4,cand10,inputs/asem_sidechains_20260625/raw/29/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand10.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand10_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand11,29,29,3.4,cand11,inputs/asem_sidechains_20260625/raw/29/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand11.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand11_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand12,29,29,3.4,cand12,inputs/asem_sidechains_20260625/raw/29/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand12.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand12.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand12_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand13,29,29,3.4,cand13,inputs/asem_sidechains_20260625/raw/29/cand13/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand13.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand13.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand13_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand14,29,29,3.4,cand14,inputs/asem_sidechains_20260625/raw/29/cand14/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand14.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand14.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand14_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand2,29,29,3.4,cand2,inputs/asem_sidechains_20260625/raw/29/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand2.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand2_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand3,29,29,3.4,cand3,inputs/asem_sidechains_20260625/raw/29/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand3.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand3_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand4,29,29,3.4,cand4,inputs/asem_sidechains_20260625/raw/29/cand4/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand4.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand4.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand4_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand5,29,29,3.4,cand5,inputs/asem_sidechains_20260625/raw/29/cand5/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand5.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand5.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand5_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand6,29,29,3.4,cand6,inputs/asem_sidechains_20260625/raw/29/cand6/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand6.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand6.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand6_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand7,29,29,3.4,cand7,inputs/asem_sidechains_20260625/raw/29/cand7/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand7.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand7.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand7_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand8,29,29,3.4,cand8,inputs/asem_sidechains_20260625/raw/29/cand8/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand8.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand8.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand8_radial.csv,True,complete,33,100,2,4,1,180,8,
angle29_cand9,29,29,3.4,cand9,inputs/asem_sidechains_20260625/raw/29/cand9/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle29_cand9.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle29_cand9.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle29_cand9_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand0,30,30,3.4,cand0,inputs/asem_sidechains_20260625/raw/30/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand0.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand0.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand0_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand1,30,30,3.4,cand1,inputs/asem_sidechains_20260625/raw/30/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand1.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand1.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand1_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand10,30,30,3.4,cand10,inputs/asem_sidechains_20260625/raw/30/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand10.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand10.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand10_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand11,30,30,3.4,cand11,inputs/asem_sidechains_20260625/raw/30/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand11.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand11.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand11_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand2,30,30,3.4,cand2,inputs/asem_sidechains_20260625/raw/30/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand2.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand2.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand2_radial.csv,True,complete,33,100,2,4,1,180,8,
angle30_cand3,30,30,3.4,cand3,inputs/asem_sidechains_20260625/raw/30/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage1_screen_27_32/xyz/angle30_cand3.xyz,2310,success,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.npy,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.png,outputs/asem_sidechains_20260625/stage1_screen_27_32/corrected_diffraction/angle30_cand3.json,outputs/asem_sidechains_20260625/stage1_screen_27_32/radial_profiles/angle30_cand3_radial.csv,True,complete,33,100,2,4,1,180,8,
