model_id,angle_deg,twist_deg,rise_A,candidate_id,candidate_path,source_pdb,atom_count,heavy_atom_count,element_counts,residues,has_glu,has_glu_sidechain_atoms,status,notes
angle18_cand0,18,18,3.38,cand0,18/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/18/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand3,19,19,3.38,cand3,19/cand3/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand3/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand4,19,19,3.38,cand4,19/cand4/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand4/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand5,19,19,3.38,cand5,19/cand5/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand5/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand6,19,19,3.38,cand6,19/cand6/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand6/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand7,19,19,3.38,cand7,19/cand7/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand7/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand8,19,19,3.38,cand8,19/cand8/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand8/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand9,19,19,3.38,cand9,19/cand9/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand9/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand10,19,19,3.38,cand10,19/cand10/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand10/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand11,19,19,3.38,cand11,19/cand11/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand11/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand12,19,19,3.38,cand12,19/cand12/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand12/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand13,19,19,3.38,cand13,19/cand13/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand13/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand14,19,19,3.38,cand14,19/cand14/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand14/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand15,19,19,3.38,cand15,19/cand15/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand15/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand16,19,19,3.38,cand16,19/cand16/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand16/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand17,19,19,3.38,cand17,19/cand17/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand17/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand18,19,19,3.38,cand18,19/cand18/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand18/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand19,19,19,3.38,cand19,19/cand19/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand19/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand20,19,19,3.38,cand20,19/cand20/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand20/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand21,19,19,3.38,cand21,19/cand21/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand21/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand22,19,19,3.38,cand22,19/cand22/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand22/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand23,19,19,3.38,cand23,19/cand23/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand23/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand24,19,19,3.38,cand24,19/cand24/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand24/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand25,19,19,3.38,cand25,19/cand25/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand25/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand26,19,19,3.38,cand26,19/cand26/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand26/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand27,19,19,3.38,cand27,19/cand27/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand27/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand28,19,19,3.38,cand28,19/cand28/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand28/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand29,19,19,3.38,cand29,19/cand29/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand29/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand30,19,19,3.38,cand30,19/cand30/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand30/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand31,19,19,3.38,cand31,19/cand31/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand31/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand32,19,19,3.38,cand32,19/cand32/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand32/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand33,19,19,3.38,cand33,19/cand33/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand33/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle19_cand34,19,19,3.38,cand34,19/cand34/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/19/cand34/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand0,20,20,3.38,cand0,20/cand0/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand0/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand1,20,20,3.38,cand1,20/cand1/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand1/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand2,20,20,3.38,cand2,20/cand2/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand2/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand3,20,20,3.38,cand3,20/cand3/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand3/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand4,20,20,3.38,cand4,20/cand4/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand4/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand5,20,20,3.38,cand5,20/cand5/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand5/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand6,20,20,3.38,cand6,20/cand6/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand6/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand7,20,20,3.38,cand7,20/cand7/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand7/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand8,20,20,3.38,cand8,20/cand8/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand8/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand9,20,20,3.38,cand9,20/cand9/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand9/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand10,20,20,3.38,cand10,20/cand10/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand10/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand11,20,20,3.38,cand11,20/cand11/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand11/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand12,20,20,3.38,cand12,20/cand12/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand12/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand13,20,20,3.38,cand13,20/cand13/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand13/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand14,20,20,3.38,cand14,20/cand14/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand14/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand15,20,20,3.38,cand15,20/cand15/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand15/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand16,20,20,3.38,cand16,20/cand16/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand16/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand17,20,20,3.38,cand17,20/cand17/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand17/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand18,20,20,3.38,cand18,20/cand18/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand18/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand19,20,20,3.38,cand19,20/cand19/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand19/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand20,20,20,3.38,cand20,20/cand20/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand20/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand21,20,20,3.38,cand21,20/cand21/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand21/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand22,20,20,3.38,cand22,20/cand22/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand22/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand23,20,20,3.38,cand23,20/cand23/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand23/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand24,20,20,3.38,cand24,20/cand24/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand24/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand25,20,20,3.38,cand25,20/cand25/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand25/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand26,20,20,3.38,cand26,20/cand26/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand26/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand27,20,20,3.38,cand27,20/cand27/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand27/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand28,20,20,3.38,cand28,20/cand28/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand28/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand29,20,20,3.38,cand29,20/cand29/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand29/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand30,20,20,3.38,cand30,20/cand30/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand30/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand31,20,20,3.38,cand31,20/cand31/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand31/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand32,20,20,3.38,cand32,20/cand32/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand32/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand33,20,20,3.38,cand33,20/cand33/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand33/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand34,20,20,3.38,cand34,20/cand34/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand34/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand35,20,20,3.38,cand35,20/cand35/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand35/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand36,20,20,3.38,cand36,20/cand36/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand36/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand37,20,20,3.38,cand37,20/cand37/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand37/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand38,20,20,3.38,cand38,20/cand38/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand38/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand39,20,20,3.38,cand39,20/cand39/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand39/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand40,20,20,3.38,cand40,20/cand40/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand40/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand41,20,20,3.38,cand41,20/cand41/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand41/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand42,20,20,3.38,cand42,20/cand42/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand42/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand43,20,20,3.38,cand43,20/cand43/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand43/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand44,20,20,3.38,cand44,20/cand44/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand44/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand45,20,20,3.38,cand45,20/cand45/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand45/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand46,20,20,3.38,cand46,20/cand46/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand46/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand47,20,20,3.38,cand47,20/cand47/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand47/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand48,20,20,3.38,cand48,20/cand48/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand48/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand49,20,20,3.38,cand49,20/cand49/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand49/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand50,20,20,3.38,cand50,20/cand50/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand50/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand51,20,20,3.38,cand51,20/cand51/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand51/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand52,20,20,3.38,cand52,20/cand52/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand52/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand53,20,20,3.38,cand53,20/cand53/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand53/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand54,20,20,3.38,cand54,20/cand54/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand54/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand55,20,20,3.38,cand55,20/cand55/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand55/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
angle20_cand56,20,20,3.38,cand56,20/cand56/initial.pdb,inputs/asem_sidechains_3p38_20260626/raw/20/cand56/initial.pdb,3810,2310,C:960; Ca:192; H:1500; N:624; O:534,CYP:1110; GLU:1446; MEP:1254,True,True,ok,
