3.434	9.029
3.430	9.324
3.426	9.612
3.422	9.904
3.418	10.264
3.414	10.609
3.411	10.839
3.408	11.158
3.404	11.485
3.401	11.719
3.392	12.015
3.381	12.079
3.364	11.845
3.354	11.596
3.347	11.333
3.339	11.079
3.332	10.866
3.324	10.645
3.317	10.403
3.308	10.194
3.300	9.946
3.294	9.679
3.288	9.396
3.284	9.137
3.281	8.911
3.277	8.652
3.274	8.380
3.269	8.144
3.264	7.898
3.256	7.652
3.250	7.409
3.245	7.167
3.239	6.891
3.235	6.654
3.231	6.428
3.228	6.160
3.225	5.875
3.221	5.587
3.218	5.295
3.214	5.029
3.210	4.810
3.206	4.557
3.201	4.302
3.196	4.050
3.191	3.826
3.188	3.615
3.185	3.371
3.181	3.144
3.178	2.902
3.174	2.700
3.169	2.440
3.161	2.192
3.154	1.995
3.147	1.763
3.141	1.498
3.134	1.250
3.126	1.025
3.112	0.803
3.095	0.663
3.085	0.428
3.078	0.187
3.062	0.030
3.039	0.399
3.026	0.083
3.005	0.149
2.987	0.119
2.974	0.072
2.957	0.120
2.948	0.221
2.925	0.030
2.899	0.179
2.884	0.358
2.868	0.322
2.859	0.584
2.855	0.846
2.851	1.102
2.846	1.353
2.839	1.591
2.828	1.780
2.817	1.679
2.812	1.443
2.807	1.200
2.802	0.950
2.796	0.719
2.789	0.490
2.776	0.281
2.762	0.322
2.748	0.606
2.738	0.512
2.727	0.260
2.713	0.309
2.700	0.288
2.687	0.329
2.677	0.386
2.645	0.024
2.617	0.420
2.605	0.322
2.593	0.285
2.581	0.384
2.570	0.431
2.557	0.340
2.547	0.272
2.536	0.511
2.523	0.394
2.513	0.267
2.502	0.397
2.489	0.469
2.478	0.381
2.469	0.446
2.462	0.699
2.453	0.783
2.443	0.581
2.432	0.912
2.422	0.967
2.413	0.950
2.408	1.224
2.400	1.361
2.390	1.297
2.382	1.289
2.375	1.505
2.364	1.492
2.356	1.508
2.347	1.839
2.349	1.953
2.337	1.779
2.328	1.647
2.324	1.608
2.316	1.968
2.314	2.068
2.305	1.740
2.296	1.606
2.288	1.536
2.280	1.772
2.276	1.422
2.270	1.106
2.264	1.178
2.257	1.414
2.258	1.583
2.252	1.073
2.248	0.813
2.243	0.650
2.235	0.060
2.227	0.285
2.222	0.030
