rank,model_id,twist_deg,rise_A,score_status,observed_peak_count,expected_peak_count,missing_peak_count,score_completeness,base_rmsd,helical_rmsd,combined_rmsd,observed_base_d_A,observed_A_d_A,observed_B_d_A,observed_C_d_A,observed_D_d_A,notes,source_pdb,output_xyz,source_atom_count,source_heavy_atom_count,removed_atom_count,removed_heavy_atom_count,skipped_retained_hydrogen_count,duplicate_heavy_atom_count,retained_atom_count,stripping_rule,status
11,angle32_cand1,32,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/32/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
12,angle32_cand3,32,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/32/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand3.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
13,angle32_cand0,32,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/32/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle32_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
14,angle29_cand11,29,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/29/cand11/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand11.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
15,angle29_cand12,29,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/29/cand12/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand12.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
16,angle31_cand0,31,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/31/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
17,angle31_cand1,31,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/31/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle31_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
18,angle29_cand2,29,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/29/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand2.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
19,angle30_cand0,30,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/30/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
20,angle30_cand1,30,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/30/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
21,angle30_cand2,30,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/30/cand2/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand2.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
22,angle30_cand3,30,3.4,scored,5,5,0,1.000000000,0.016294279,0.098397704,0.088310743,3.363705721,3.738296311,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/30/cand3/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle30_cand3.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
23,angle28_cand16,28,3.4,scored,5,5,0,1.000000000,0.016294279,0.102545228,0.092008259,3.363705721,3.927245421,4.290872040,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/28/cand16/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand16.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
24,angle28_cand24,28,3.4,scored,5,5,0,1.000000000,0.016294279,0.102545228,0.092008259,3.363705721,3.927245421,4.290872040,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/28/cand24/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand24.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
25,angle28_cand27,28,3.4,scored,5,5,0,1.000000000,0.016294279,0.102545228,0.092008259,3.363705721,3.927245421,4.290872040,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/28/cand27/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand27.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
26,angle28_cand28,28,3.4,scored,5,5,0,1.000000000,0.016294279,0.102545228,0.092008259,3.363705721,3.927245421,4.290872040,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/28/cand28/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand28.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
27,angle28_cand25,28,3.4,scored,5,5,0,1.000000000,0.016294279,0.102545228,0.092008259,3.363705721,3.927245421,4.290872040,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/28/cand25/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle28_cand25.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
28,angle29_cand0,29,3.4,scored,5,5,0,1.000000000,0.016294279,0.113040352,0.101368623,3.363705721,3.927245421,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/29/cand0/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand0.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
29,angle27_cand10,27,3.4,scored,5,5,0,1.000000000,0.016294279,0.122565783,0.109868092,3.363705721,3.994754549,4.544773274,5.672841394,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/27/cand10/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle27_cand10.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
30,angle29_cand1,29,3.4,scored,5,5,0,1.000000000,0.016294279,0.134954086,0.120926362,3.363705721,3.994754549,4.544773274,5.534749550,7.326059938,"retained_atom_count is the heavy-atom XYZ count after stripping, hydrogen exclusion, and exact-coordinate deduplication",inputs/asem_sidechains_20260625/raw/29/cand1/initial.pdb,outputs/asem_sidechains_20260625/stage2_top5_no_glu_ablation/xyz/angle29_cand1.xyz,3810,2310,576,384,1308,0,1926,"GLU atoms CG,HG2,HG3,CD,OE1,OE2 removed; all other residues/atoms preserved",complete
